t,o
2018-07-21,"{'c': 462.477, 'h': 468.477, 'l': 445.1, 'o': 450.679}"
2018-07-22,"{'c': 459.657, 'h': 470.926, 'l': 457.955, 'o': 462.436}"
2018-07-23,"{'c': 450.975, 'h': 469.799, 'l': 449.728, 'o': 459.439}"
2018-07-24,"{'c': 479.373, 'h': 481.457, 'l': 450.565, 'o': 450.975}"
2018-07-25,"{'c': 472.785, 'h': 482.556, 'l': 466.332, 'o': 479.906}"
2018-07-26,"{'c': 464.037, 'h': 483.712, 'l': 461.424, 'o': 472.785}"
2018-07-27,"{'c': 469.636, 'h': 473.45, 'l': 458.701, 'o': 464.037}"
2018-07-28,"{'c': 466.868, 'h': 471.594, 'l': 462.947, 'o': 469.95}"
2018-07-29,"{'c': 466.787, 'h': 470.228, 'l': 462.78, 'o': 466.915}"
2018-07-30,"{'c': 457.219203346, 'h': 467.939, 'l': 448.358210448, 'o': 466.793}"
2018-07-31,"{'c': 434.346370358, 'h': 457.245251112, 'l': 430.30612274, 'o': 456.835866105}"
2018-08-01,"{'c': 420.746959721, 'h': 435.422735715, 'l': 410.820795786, 'o': 434.083114448}"
2018-08-02,"{'c': 412.62121575, 'h': 424.921613311, 'l': 410.309023279, 'o': 420.806339794}"
2018-08-03,"{'c': 418.688099963, 'h': 510.222357056, 'l': 399.918362384, 'o': 412.62121575}"
2018-08-04,"{'c': 407.36929574, 'h': 420.186414948, 'l': 403.963582222, 'o': 418.390907043}"
2018-08-05,"{'c': 410.214451481, 'h': 413.730420991, 'l': 402.400364115, 'o': 407.260371081}"
2018-08-06,"{'c': 406.52536786, 'h': 414.540242839, 'l': 403.485240633, 'o': 410.542768759}"
2018-08-07,"{'c': 380.425981994, 'h': 411.68418724, 'l': 376.076743105, 'o': 406.801464995}"
2018-08-08,"{'c': 356.613028666, 'h': 380.871121046, 'l': 353.552596752, 'o': 380.073327451}"
2018-08-09,"{'c': 365.777538838, 'h': 370.954506107, 'l': 353.733041165, 'o': 356.613028666}"
2018-08-10,"{'c': 334.211244176, 'h': 367.045143682, 'l': 329.585773639, 'o': 365.777538838}"
2018-08-11,"{'c': 322.111523909, 'h': 334.454392315, 'l': 308.488276832, 'o': 334.150479591}"
2018-08-12,"{'c': 319.368282891, 'h': 328.629084194, 'l': 318.440220239, 'o': 322.501777687}"
2018-08-13,"{'c': 286.35243418, 'h': 323.551099866, 'l': 284.934083774, 'o': 319.368282891}"
2018-08-14,"{'c': 278.931610762, 'h': 286.494579814, 'l': 254.649891318, 'o': 286.494579814}"
2018-08-15,"{'c': 282.507251391, 'h': 303.63634572, 'l': 278.883004684, 'o': 278.931610762}"
2018-08-16,"{'c': 287.366301635, 'h': 298.580772601, 'l': 280.503697995, 'o': 282.363684335}"
2018-08-17,"{'c': 315.728949968, 'h': 316.01554882, 'l': 287.346168295, 'o': 287.366301635}"
2018-08-18,"{'c': 295.736646619, 'h': 320.751416446, 'l': 286.426850219, 'o': 315.451687583}"
2018-08-19,"{'c': 301.026073737, 'h': 307.098165481, 'l': 291.331957502, 'o': 295.736646619}"
2018-08-20,"{'c': 274.563449618, 'h': 304.556236945, 'l': 273.163975057, 'o': 301.026073737}"
2018-08-21,"{'c': 281.686287519, 'h': 286.38778229, 'l': 273.196811185, 'o': 274.716379726}"
2018-08-22,"{'c': 271.191284756, 'h': 297.031049594, 'l': 264.997819944, 'o': 281.776755248}"
2018-08-23,"{'c': 277.103883005, 'h': 280.043170491, 'l': 271.272591818, 'o': 271.272591818}"
2018-08-24,"{'c': 283.256818366, 'h': 283.552429053, 'l': 273.666825116, 'o': 277.357723985}"
2018-08-25,"{'c': 279.534083991, 'h': 283.55911969, 'l': 278.398615593, 'o': 283.256818366}"
2018-08-26,"{'c': 274.578099027, 'h': 279.524965884, 'l': 272.032106631, 'o': 279.353034575}"
2018-08-27,"{'c': 285.688397377, 'h': 285.688397377, 'l': 273.392129685, 'o': 274.993879498}"
2018-08-28,"{'c': 296.499489861, 'h': 297.576195492, 'l': 283.721728187, 'o': 286.401629091}"
2018-08-29,"{'c': 289.251841577, 'h': 297.071104814, 'l': 287.206074335, 'o': 296.020569075}"
2018-08-30,"{'c': 284.088860812, 'h': 291.271444297, 'l': 274.867581355, 'o': 289.312410944}"
2018-08-31,"{'c': 282.817183085, 'h': 284.551373515, 'l': 278.263711995, 'o': 284.105467625}"
2018-09-01,"{'c': 295.503478863, 'h': 301.323966684, 'l': 282.834863799, 'o': 282.937903331}"
2018-09-02,"{'c': 294.22309744, 'h': 298.96329459, 'l': 290.867084932, 'o': 295.50540109}"
2018-09-03,"{'c': 289.144898086, 'h': 295.792607681, 'l': 287.174417114, 'o': 294.370662274}"
2018-09-04,"{'c': 285.694149531, 'h': 291.515727352, 'l': 284.166512551, 'o': 289.144898086}"
2018-09-05,"{'c': 232.708493603, 'h': 287.97291455, 'l': 232.708493603, 'o': 285.723191623}"
2018-09-06,"{'c': 230.102022302, 'h': 232.708493603, 'l': 218.12314895, 'o': 232.708493603}"
2018-09-07,"{'c': 217.555832682, 'h': 233.753084458, 'l': 216.965187865, 'o': 230.214857894}"
2018-09-08,"{'c': 197.908999657, 'h': 220.61003025, 'l': 193.201994439, 'o': 217.555832682}"
2018-09-09,"{'c': 197.148891107, 'h': 207.666328437, 'l': 188.199776708, 'o': 197.950737895}"
2018-09-10,"{'c': 197.079074946, 'h': 201.810334367, 'l': 189.559565304, 'o': 196.924392185}"
2018-09-11,"{'c': 185.123062389, 'h': 198.50563951, 'l': 180.371277035, 'o': 197.442641998}"
2018-09-12,"{'c': 183.430393852, 'h': 185.966419192, 'l': 170.308735628, 'o': 185.06646594}"
2018-09-13,"{'c': 211.936344011, 'h': 214.001725332, 'l': 183.486585175, 'o': 183.486585175}"
2018-09-14,"{'c': 211.640163669, 'h': 223.079613453, 'l': 204.871477404, 'o': 211.285476438}"
2018-09-15,"{'c': 223.110868501, 'h': 226.758107068, 'l': 209.606371726, 'o': 211.640163669}"
2018-09-16,"{'c': 220.5034097, 'h': 222.958698511, 'l': 211.602248551, 'o': 222.958698511}"
2018-09-17,"{'c': 197.983069343, 'h': 224.181663972, 'l': 195.498565018, 'o': 220.588802442}"
2018-09-18,"{'c': 210.307500486, 'h': 213.89074455, 'l': 195.763696928, 'o': 197.667483441}"
2018-09-19,"{'c': 210.156398615, 'h': 213.871209756, 'l': 201.7267997, 'o': 209.974577896}"
2018-09-20,"{'c': 224.370074111, 'h': 225.160683753, 'l': 207.754707317, 'o': 210.172822541}"
2018-09-21,"{'c': 246.670706374, 'h': 248.387518143, 'l': 221.501407016, 'o': 224.591001755}"
2018-09-22,"{'c': 240.81174316, 'h': 251.602649211, 'l': 233.809789024, 'o': 246.670706374}"
2018-09-23,"{'c': 244.694825761, 'h': 247.697013221, 'l': 237.700460997, 'o': 240.572769486}"
2018-09-24,"{'c': 228.72991398, 'h': 245.126947858, 'l': 227.544785584, 'o': 244.329533514}"
2018-09-25,"{'c': 218.348009064, 'h': 228.669392427, 'l': 206.216757328, 'o': 228.669392427}"
2018-09-26,"{'c': 216.142592829, 'h': 221.436605088, 'l': 209.113459702, 'o': 218.742022822}"
2018-09-27,"{'c': 228.632235227, 'h': 230.644292784, 'l': 212.346536186, 'o': 215.847417971}"
2018-09-28,"{'c': 222.661025218, 'h': 231.841419617, 'l': 218.507405549, 'o': 228.632235227}"
2018-09-29,"{'c': 231.703875134, 'h': 234.393479072, 'l': 216.078289549, 'o': 222.479473522}"
2018-09-30,"{'c': 232.815758146, 'h': 237.0841079, 'l': 228.444987569, 'o': 231.703875134}"
2018-10-01,"{'c': 230.853973039, 'h': 234.337780349, 'l': 226.476418904, 'o': 232.815758146}"
2018-10-02,"{'c': 227.313649214, 'h': 231.160740262, 'l': 225.574733109, 'o': 230.685790528}"
2018-10-03,"{'c': 220.578864046, 'h': 227.313649214, 'l': 213.71062136, 'o': 227.313649214}"
2018-10-04,"{'c': 222.232981704, 'h': 226.195424163, 'l': 220.050092457, 'o': 220.488049483}"
2018-10-05,"{'c': 227.600640241, 'h': 228.65772276, 'l': 220.939074608, 'o': 222.091019754}"
2018-10-06,"{'c': 225.073070243, 'h': 227.977179402, 'l': 224.282195855, 'o': 227.600640241}"
2018-10-07,"{'c': 226.11851246, 'h': 226.504683977, 'l': 222.874502693, 'o': 225.245318132}"
2018-10-08,"{'c': 229.255166637, 'h': 230.764784736, 'l': 224.315534341, 'o': 226.11851246}"
2018-10-09,"{'c': 228.002739952, 'h': 230.220940401, 'l': 226.378714856, 'o': 229.255166637}"
2018-10-10,"{'c': 225.8302706, 'h': 227.981531001, 'l': 224.385557032, 'o': 227.981531001}"
2018-10-11,"{'c': 189.466638925, 'h': 225.769251865, 'l': 188.862051408, 'o': 225.769251865}"
2018-10-12,"{'c': 196.991134422, 'h': 199.442579408, 'l': 188.706759824, 'o': 189.269384285}"
2018-10-13,"{'c': 199.605554844, 'h': 201.248081376, 'l': 196.363911752, 'o': 196.893212073}"
2018-10-14,"{'c': 195.511247883, 'h': 201.724660115, 'l': 195.080839983, 'o': 199.840942398}"
2018-10-15,"{'c': 209.959686105, 'h': 221.944828925, 'l': 194.159338363, 'o': 195.714681293}"
2018-10-16,"{'c': 209.965181294, 'h': 212.125939772, 'l': 207.961013986, 'o': 210.110701211}"
2018-10-17,"{'c': 207.048615509, 'h': 211.124587512, 'l': 206.050375708, 'o': 210.119750113}"
2018-10-18,"{'c': 203.188703933, 'h': 208.530297762, 'l': 201.86123818, 'o': 207.19552558}"
2018-10-19,"{'c': 203.964431486, 'h': 204.660676388, 'l': 201.868021045, 'o': 203.227793336}"
2018-10-20,"{'c': 205.456101619, 'h': 206.212713212, 'l': 202.383629673, 'o': 203.825723288}"
2018-10-21,"{'c': 205.101504263, 'h': 208.150124857, 'l': 204.621309481, 'o': 205.429573725}"
2018-10-22,"{'c': 204.020569562, 'h': 206.851717236, 'l': 203.303683676, 'o': 205.141855565}"
2018-10-23,"{'c': 204.212234079, 'h': 205.146998277, 'l': 201.922473213, 'o': 204.044167629}"
2018-10-24,"{'c': 203.850147827, 'h': 205.64313399, 'l': 203.28345473, 'o': 204.212234079}"
2018-10-25,"{'c': 202.842242506, 'h': 204.132015236, 'l': 201.823586602, 'o': 203.850147827}"
2018-10-26,"{'c': 203.388296301, 'h': 204.780225625, 'l': 201.551011324, 'o': 202.842242506}"
2018-10-27,"{'c': 204.605915794, 'h': 206.122029162, 'l': 203.279771088, 'o': 203.317273512}"
2018-10-28,"{'c': 205.36631044, 'h': 205.973934589, 'l': 203.523232867, 'o': 204.264015065}"
2018-10-29,"{'c': 197.247057548, 'h': 205.860511436, 'l': 195.683073079, 'o': 205.301202549}"
2018-10-30,"{'c': 197.854764256, 'h': 198.121611043, 'l': 196.308720833, 'o': 197.247057548}"
2018-10-31,"{'c': 197.442108546, 'h': 198.337553712, 'l': 196.391692945, 'o': 197.555970533}"
2018-11-01,"{'c': 198.726886168, 'h': 203.89314062, 'l': 197.327517699, 'o': 197.380920069}"
2018-11-02,"{'c': 200.733365175, 'h': 201.373602171, 'l': 198.724375938, 'o': 198.867602963}"
2018-11-03,"{'c': 200.193686145, 'h': 200.747618158, 'l': 199.57740719, 'o': 200.634687295}"
2018-11-04,"{'c': 208.059621245, 'h': 211.40461918, 'l': 198.91386822, 'o': 200.138042071}"
2018-11-05,"{'c': 209.264165481, 'h': 210.816120168, 'l': 206.495865295, 'o': 208.059621245}"
2018-11-06,"{'c': 217.962432869, 'h': 218.41972305, 'l': 207.893985977, 'o': 209.091288421}"
2018-11-07,"{'c': 217.162973353, 'h': 221.788545116, 'l': 216.732776594, 'o': 218.304613734}"
2018-11-08,"{'c': 212.09631704, 'h': 218.554465905, 'l': 212.09631704, 'o': 217.293317005}"
2018-11-09,"{'c': 210.042282215, 'h': 213.214571501, 'l': 209.315489942, 'o': 212.09631704}"
2018-11-10,"{'c': 212.37211973, 'h': 213.935663225, 'l': 209.831304878, 'o': 210.074433845}"
2018-11-11,"{'c': 211.417448663, 'h': 212.999880613, 'l': 208.771106159, 'o': 212.532916241}"
2018-11-12,"{'c': 210.117203809, 'h': 212.623373679, 'l': 208.923824841, 'o': 211.417448663}"
2018-11-13,"{'c': 206.843275031, 'h': 210.625755543, 'l': 206.054757157, 'o': 210.417877043}"
2018-11-14,"{'c': 181.096249508, 'h': 207.102400806, 'l': 173.892302103, 'o': 206.825762084}"
2018-11-15,"{'c': 180.826574094, 'h': 184.251230071, 'l': 169.809088682, 'o': 181.727510729}"
2018-11-16,"{'c': 175.277404219, 'h': 181.414821949, 'l': 173.080420187, 'o': 180.806370319}"
2018-11-17,"{'c': 174.062410857, 'h': 175.859428651, 'l': 172.780837925, 'o': 175.177028259}"
2018-11-18,"{'c': 176.91376684, 'h': 179.106831901, 'l': 173.951273711, 'o': 174.003904379}"
2018-11-19,"{'c': 149.501269801, 'h': 177.31609753, 'l': 146.623978764, 'o': 176.91376684}"
2018-11-20,"{'c': 129.888094912, 'h': 151.297759096, 'l': 126.299249798, 'o': 149.174592778}"
2018-11-21,"{'c': 136.931741673, 'h': 138.890293862, 'l': 125.586464902, 'o': 130.338557131}"
2018-11-22,"{'c': 127.13875946, 'h': 137.900447786, 'l': 127.13875946, 'o': 136.931741673}"
2018-11-23,"{'c': 123.432545305, 'h': 127.047160742, 'l': 119.55885115, 'o': 127.012625435}"
2018-11-24,"{'c': 113.551965662, 'h': 126.831809033, 'l': 110.786963798, 'o': 123.395933002}"
2018-11-25,"{'c': 116.5756973, 'h': 118.989716778, 'l': 101.368718268, 'o': 113.493751878}"
2018-11-26,"{'c': 108.280369867, 'h': 118.177519458, 'l': 104.870974342, 'o': 116.450405754}"
2018-11-27,"{'c': 109.819319773, 'h': 111.820491897, 'l': 102.155628644, 'o': 108.334504003}"
2018-11-28,"{'c': 122.430983014, 'h': 126.105458241, 'l': 109.941533383, 'o': 110.009974711}"
2018-11-29,"{'c': 117.494530521, 'h': 123.22971767, 'l': 115.191500591, 'o': 122.609184802}"
2018-11-30,"{'c': 113.084992703, 'h': 119.509211184, 'l': 111.739336254, 'o': 117.542645204}"
2018-12-01,"{'c': 118.809992372, 'h': 120.841453719, 'l': 111.541071881, 'o': 113.171421096}"
2018-12-02,"{'c': 116.388680562, 'h': 120.59866521000001, 'l': 115.989442152, 'o': 118.635558644}"
2018-12-03,"{'c': 108.997643628, 'h': 116.61906831, 'l': 107.312814718, 'o': 116.388899329}"
2018-12-04,"{'c': 111.260682132, 'h': 112.599135352, 'l': 107.402721386, 'o': 108.866461889}"
2018-12-05,"{'c': 102.475555559, 'h': 108.082958366, 'l': 102.475555559, 'o': 108.082958366}"
2018-12-06,"{'c': 91.7610561566, 'h': 104.103496045, 'l': 91.7610561566, 'o': 102.450592687}"
2018-12-07,"{'c': 93.2945640148, 'h': 96.0898423468, 'l': 83.4697207864, 'o': 91.649834213}"
2018-12-08,"{'c': 92.1596396877, 'h': 97.0598805676, 'l': 86.8256658173, 'o': 93.4100783452}"
2018-12-09,"{'c': 95.2523157696, 'h': 98.9000301323, 'l': 91.0312776727, 'o': 92.0354326922}"
2018-12-10,"{'c': 91.7173696953, 'h': 96.2573021247, 'l': 90.6450616915, 'o': 95.1420594843}"
2018-12-11,"{'c': 88.9006073826, 'h': 92.7722331016, 'l': 87.7086354957, 'o': 91.6223876686}"
2018-12-12,"{'c': 90.4588844708, 'h': 92.1931724755, 'l': 88.2993413464, 'o': 89.0058811439}"
2018-12-13,"{'c': 86.4175383177, 'h': 91.1088515661, 'l': 85.5739465947, 'o': 90.6131162553}"
2018-12-14,"{'c': 84.3160306338, 'h': 87.2119034153, 'l': 83.2522490842, 'o': 86.6131664986}"
2018-12-15,"{'c': 84.4539516412, 'h': 85.3163660634, 'l': 82.8307460449, 'o': 84.3057467624}"
2018-12-16,"{'c': 85.2940890764, 'h': 87.590690258, 'l': 84.418862348, 'o': 84.418862348}"
2018-12-17,"{'c': 95.1047040138, 'h': 96.870266293, 'l': 85.322369589, 'o': 85.3575506815}"
2018-12-18,"{'c': 101.085599194, 'h': 101.415464509, 'l': 92.9763997358, 'o': 95.1095572866}"
2018-12-19,"{'c': 101.350590136, 'h': 108.421513492, 'l': 100.656637032, 'o': 101.483516728}"
2018-12-20,"{'c': 116.217988511, 'h': 117.149912269, 'l': 100.72721524, 'o': 101.171491194}"
2018-12-21,"{'c': 109.507403004, 'h': 119.093287284, 'l': 107.329521185, 'o': 116.013103405}"
2018-12-22,"{'c': 116.768552916, 'h': 116.768552916, 'l': 107.491997068, 'o': 109.382364341}"
2018-12-23,"{'c': 130.731418138, 'h': 133.243624287, 'l': 116.851138322, 'o': 116.851138322}"
2018-12-24,"{'c': 139.992129223, 'h': 158.033718752, 'l': 130.708572854, 'o': 130.708572854}"
2018-12-25,"{'c': 129.84435176, 'h': 140.88021588, 'l': 124.959335275, 'o': 140.88021588}"
2018-12-26,"{'c': 131.674174769, 'h': 136.677248539, 'l': 126.29290758, 'o': 129.888822727}"
2018-12-27,"{'c': 116.631371981, 'h': 132.677059292, 'l': 115.650099757, 'o': 131.865627374}"
2018-12-28,"{'c': 136.471481241, 'h': 137.311825108, 'l': 115.693132487, 'o': 116.575910514}"
2018-12-29,"{'c': 137.881832822, 'h': 146.657910362, 'l': 134.358116513, 'o': 137.82921298}"
2018-12-30,"{'c': 139.910080915, 'h': 140.633345869, 'l': 134.338217188, 'o': 137.722345022}"
2018-12-31,"{'c': 133.357707335, 'h': 140.166122007, 'l': 132.585254996, 'o': 139.852676166}"
2019-01-01,"{'c': 140.722625124, 'h': 141.393708814, 'l': 132.590444347, 'o': 133.365542551}"
2019-01-02,"{'c': 155.931126098, 'h': 156.912920769, 'l': 140.467612476, 'o': 140.843263625}"
2019-01-03,"{'c': 149.129416354, 'h': 155.830112942, 'l': 147.176105484, 'o': 155.0468401}"
2019-01-04,"{'c': 154.548251529, 'h': 156.909894744, 'l': 147.867196835, 'o': 149.136769263}"
2019-01-05,"{'c': 155.874284892, 'h': 160.781770026, 'l': 154.374786005, 'o': 154.45650857}"
2019-01-06,"{'c': 157.708644525, 'h': 159.552489346, 'l': 152.034856254, 'o': 155.660518095}"
2019-01-07,"{'c': 151.69003028, 'h': 158.473190559, 'l': 151.238095804, 'o': 157.639031759}"
2019-01-08,"{'c': 150.479077421, 'h': 153.726999397, 'l': 148.698459722, 'o': 151.782078588}"
2019-01-09,"{'c': 150.866169147, 'h': 153.565578762, 'l': 150.281587933, 'o': 150.392873009}"
2019-01-10,"{'c': 129.061289275, 'h': 152.125361407, 'l': 126.085336761, 'o': 150.789393061}"
2019-01-11,"{'c': 127.366470294, 'h': 130.145961019, 'l': 125.219875369, 'o': 128.504839267}"
2019-01-12,"{'c': 125.817309606, 'h': 128.679125181, 'l': 125.47128381, 'o': 127.651055004}"
2019-01-13,"{'c': 116.888927441, 'h': 126.294836922, 'l': 116.086583939, 'o': 126.014911279}"
2019-01-14,"{'c': 129.068732601, 'h': 130.831207428, 'l': 116.924855893, 'o': 116.977314121}"
2019-01-15,"{'c': 121.943517645, 'h': 130.743563539, 'l': 120.311522717, 'o': 129.172690653}"
2019-01-16,"{'c': 123.575697597, 'h': 127.174757605, 'l': 121.451640318, 'o': 122.032712316}"
2019-01-17,"{'c': 123.784815694, 'h': 124.213700044, 'l': 120.821284263, 'o': 123.555052547}"
2019-01-18,"{'c': 120.960624549, 'h': 123.875836986, 'l': 120.355231784, 'o': 123.752811668}"
2019-01-19,"{'c': 124.494735278, 'h': 125.85722885, 'l': 120.986623473, 'o': 120.986623473}"
2019-01-20,"{'c': 119.457371607, 'h': 125.078120598, 'l': 118.736023614, 'o': 124.628950242}"
2019-01-21,"{'c': 117.164937528, 'h': 119.737540341, 'l': 116.232119457, 'o': 119.463829257}"
2019-01-22,"{'c': 118.776533871, 'h': 119.646863481, 'l': 114.629616817, 'o': 117.182682019}"
2019-01-23,"{'c': 117.452609248, 'h': 119.369625147, 'l': 116.376647106, 'o': 118.686230429}"
2019-01-24,"{'c': 117.475682164, 'h': 118.032106999, 'l': 116.006798483, 'o': 117.462784971}"
2019-01-25,"{'c': 116.411028786, 'h': 117.802996076, 'l': 115.784425504, 'o': 117.362886414}"
2019-01-26,"{'c': 116.462310554, 'h': 118.061892485, 'l': 115.946506289, 'o': 116.37865782}"
2019-01-27,"{'c': 113.633458071, 'h': 116.656180849, 'l': 113.632351067, 'o': 116.484967813}"
2019-01-28,"{'c': 106.595106857, 'h': 113.688228674, 'l': 103.185972443, 'o': 113.405291898}"
2019-01-29,"{'c': 105.64512616, 'h': 107.157379913, 'l': 103.976515202, 'o': 106.541001311}"
2019-01-30,"{'c': 108.95127108, 'h': 109.395553285, 'l': 104.752534816, 'o': 105.509780747}"
2019-01-31,"{'c': 107.0357547, 'h': 110.543114348, 'l': 106.497603175, 'o': 108.913109863}"
2019-02-01,"{'c': 107.755918931, 'h': 108.561796441, 'l': 105.149535409, 'o': 107.097365139}"
2019-02-02,"{'c': 110.571939675, 'h': 110.571939675, 'l': 106.845599594, 'o': 107.539532477}"
2019-02-03,"{'c': 107.556505689, 'h': 110.749588933, 'l': 106.543556605, 'o': 110.39225837}"
2019-02-04,"{'c': 107.69640619, 'h': 108.874486102, 'l': 107.104880448, 'o': 107.483907392}"
2019-02-05,"{'c': 107.322731012, 'h': 108.189938645, 'l': 106.715545671, 'o': 107.69849131}"
2019-02-06,"{'c': 104.914991581, 'h': 107.682491712, 'l': 102.91759742, 'o': 107.394505251}"
2019-02-07,"{'c': 104.544928274, 'h': 106.096881792, 'l': 104.437313759, 'o': 104.845608261}"
2019-02-08,"{'c': 119.13680347, 'h': 120.160493067, 'l': 104.203775698, 'o': 104.603201142}"
2019-02-09,"{'c': 119.496049939, 'h': 120.901372349, 'l': 117.980924874, 'o': 119.217178173}"
2019-02-10,"{'c': 124.809730896, 'h': 124.846799886, 'l': 117.057262941, 'o': 119.330505012}"
2019-02-11,"{'c': 121.323365233, 'h': 124.90873993, 'l': 120.199197953, 'o': 124.90873993}"
2019-02-12,"{'c': 122.547867988, 'h': 123.442364865, 'l': 119.564196152, 'o': 121.160713679}"
2019-02-13,"{'c': 122.511082676, 'h': 125.555091373, 'l': 121.620683823, 'o': 122.575240887}"
2019-02-14,"{'c': 121.569625589, 'h': 124.410098371, 'l': 121.305038889, 'o': 122.450787313}"
2019-02-15,"{'c': 122.189181285, 'h': 123.598651767, 'l': 121.351773961, 'o': 121.425326645}"
2019-02-16,"{'c': 123.349261489, 'h': 124.116333299, 'l': 122.05002263, 'o': 122.05002263}"
2019-02-17,"{'c': 133.896985201, 'h': 134.280861914, 'l': 123.062584947, 'o': 123.234134009}"
2019-02-18,"{'c': 146.164044877, 'h': 147.922141953, 'l': 132.875793209, 'o': 133.431137723}"
2019-02-19,"{'c': 145.222831437, 'h': 149.959697517, 'l': 145.14736114, 'o': 146.134657528}"
2019-02-20,"{'c': 149.519950761, 'h': 149.519950761, 'l': 142.446871021, 'o': 145.170589726}"
2019-02-21,"{'c': 146.015182893, 'h': 149.259754799, 'l': 144.580508469, 'o': 149.259754799}"
2019-02-22,"{'c': 149.009434173, 'h': 149.238645068, 'l': 145.153888048, 'o': 146.211806309}"
2019-02-23,"{'c': 158.683704085, 'h': 159.039166294, 'l': 147.292489039, 'o': 148.904357329}"
2019-02-24,"{'c': 136.649094002, 'h': 165.596322742, 'l': 136.649094002, 'o': 158.790510027}"
2019-02-25,"{'c': 139.83897197, 'h': 142.485452695, 'l': 135.037314621, 'o': 135.037314621}"
2019-02-26,"{'c': 137.995084732, 'h': 139.970297172, 'l': 136.573024346, 'o': 139.754681609}"
2019-02-27,"{'c': 136.196094308, 'h': 141.409364714, 'l': 131.737290865, 'o': 138.065116505}"
2019-02-28,"{'c': 136.844406444, 'h': 138.869477307, 'l': 135.693913109, 'o': 136.099714697}"
2019-03-01,"{'c': 136.438554491, 'h': 138.941186855, 'l': 136.386767514, 'o': 136.789256235}"
2019-03-02,"{'c': 134.327180174, 'h': 137.155230047, 'l': 132.366111053, 'o': 136.36696829}"
2019-03-03,"{'c': 132.313169113, 'h': 135.881646647, 'l': 131.385124085, 'o': 134.398566935}"
2019-03-04,"{'c': 127.364331959, 'h': 132.901039242, 'l': 125.524944361, 'o': 132.209166129}"
2019-03-05,"{'c': 137.620251019, 'h': 138.129866881, 'l': 126.581364489, 'o': 127.643116188}"
2019-03-06,"{'c': 138.857441967, 'h': 140.23630325, 'l': 136.043561633, 'o': 138.065673086}"
2019-03-07,"{'c': 138.031145142, 'h': 140.80746404, 'l': 137.311479037, 'o': 138.805600952}"
2019-03-08,"{'c': 135.044353941, 'h': 139.506980347, 'l': 133.607428859, 'o': 138.189006177}"
2019-03-09,"{'c': 137.808118746, 'h': 139.119032367, 'l': 134.64967894, 'o': 134.863147807}"
2019-03-10,"{'c': 137.015999277, 'h': 138.312843046, 'l': 135.699163242, 'o': 138.057017125}"
2019-03-11,"{'c': 133.869574892, 'h': 137.420816874, 'l': 133.056181875, 'o': 136.905197585}"
2019-03-12,"{'c': 134.490596991, 'h': 135.309049497, 'l': 130.886587002, 'o': 133.913834347}"
2019-03-13,"{'c': 133.239737804, 'h': 134.560236667, 'l': 132.809546361, 'o': 134.483577307}"
2019-03-14,"{'c': 133.607434397, 'h': 135.175804521, 'l': 132.632959266, 'o': 133.19047651}"
2019-03-15,"{'c': 137.518207638, 'h': 138.429346837, 'l': 133.579294193, 'o': 133.705377962}"
2019-03-16,"{'c': 142.468429821, 'h': 144.579081034, 'l': 137.826596775, 'o': 137.826596775}"
2019-03-17,"{'c': 140.10509231, 'h': 142.368545029, 'l': 139.263461119, 'o': 142.338562188}"
2019-03-18,"{'c': 139.517196478, 'h': 142.353483835, 'l': 138.793102616, 'o': 140.202043709}"
2019-03-19,"{'c': 140.415609063, 'h': 141.037349961, 'l': 139.147861112, 'o': 139.305087434}"
2019-03-20,"{'c': 140.609674662, 'h': 140.900755542, 'l': 138.248638494, 'o': 140.573095914}"
2019-03-21,"{'c': 136.625501899, 'h': 140.979671225, 'l': 135.779131417, 'o': 140.64956499}"
2019-03-22,"{'c': 137.261185678, 'h': 138.743222817, 'l': 136.170875242, 'o': 136.594830501}"
2019-03-23,"{'c': 138.226263575, 'h': 139.341907202, 'l': 136.870220946, 'o': 137.122114116}"
2019-03-24,"{'c': 136.921384372, 'h': 138.306778682, 'l': 136.295430947, 'o': 138.306778682}"
2019-03-25,"{'c': 135.031027518, 'h': 137.778439337, 'l': 133.213019886, 'o': 137.052427708}"
2019-03-26,"{'c': 135.460352857, 'h': 135.460352857, 'l': 133.81378043, 'o': 134.948823156}"
2019-03-27,"{'c': 140.988157542, 'h': 141.100213084, 'l': 135.314231583, 'o': 135.487678855}"
2019-03-28,"{'c': 139.416477555, 'h': 141.007939725, 'l': 138.425164637, 'o': 141.007939725}"
2019-03-29,"{'c': 142.497417117, 'h': 142.497417117, 'l': 138.049299087, 'o': 139.293269696}"
2019-03-30,"{'c': 143.2, 'h': 148.873153654, 'l': 141.1748841, 'o': 142.145215995}"
2019-03-31,"{'c': 142.59, 'h': 143.31, 'l': 141.8, 'o': 143.31}"
2019-04-01,"{'c': 141.855874502, 'h': 143.85, 'l': 140.23, 'o': 142.36}"
2019-04-02,"{'c': 164.164677646, 'h': 165.202974418, 'l': 141.644986306, 'o': 141.792343165}"
2019-04-03,"{'c': 161.431760954, 'h': 178.280278386, 'l': 157.322144075, 'o': 163.955128069}"
2019-04-04,"{'c': 158.020007672, 'h': 164.929213232, 'l': 155.257940905, 'o': 160.698510743}"
2019-04-05,"{'c': 165.511239539, 'h': 167.078637064, 'l': 157.443949117, 'o': 158.1758477}"
2019-04-06,"{'c': 165.977241502, 'h': 172.36622083, 'l': 161.869418372, 'o': 165.207190131}"
