t,v
2014-01-01,0.49612268518518504
2014-01-02,0.632361111111111
2014-01-03,0.703923611111111
2014-01-04,0.6008217592592591
2014-01-05,0.676724537037037
2014-01-06,0.777453703703703
2014-01-07,0.7260879629629631
2014-01-08,0.70886574074074
2014-01-09,0.6808333333333331
2014-01-10,0.6247569444444441
2014-01-11,0.644050925925925
2014-01-12,0.5825231481481481
2014-01-13,0.616805555555555
2014-01-14,0.662222222222222
2014-01-15,0.710972222222222
2014-01-16,0.654143518518518
2014-01-17,0.681412037037037
2014-01-18,0.5948958333333331
2014-01-19,0.5536574074074071
2014-01-20,0.7269444444444441
2014-01-21,0.8380902777777771
2014-01-22,0.7597569444444441
2014-01-23,0.733784722222222
2014-01-24,0.7570717592592591
2014-01-25,0.6215162037037031
2014-01-26,0.6184027777777771
2014-01-27,0.743055555555555
2014-01-28,0.7593518518518511
2014-01-29,0.689004629629629
2014-01-30,0.7016550925925921
2014-01-31,0.6954282407407401
2014-02-01,0.6325115740740741
2014-02-02,0.6052893518518511
2014-02-03,0.664571759259259
2014-02-04,0.8058680555555551
2014-02-05,0.779641203703703
2014-02-06,0.809930555555555
2014-02-07,0.8143402777777771
2014-02-08,0.7503124999999999
2014-02-09,0.653252314814814
2014-02-10,0.771921296296296
2014-02-11,0.7762152777777771
2014-02-12,0.7169907407407401
2014-02-13,0.777326388888888
2014-02-14,0.8645601851851851
2014-02-15,0.714224537037037
2014-02-16,0.663611111111111
2014-02-17,0.7025231481481481
2014-02-18,0.7551504629629631
2014-02-19,0.8095138888888881
2014-02-20,0.821377314814814
2014-02-21,0.8013657407407401
2014-02-22,0.6770023148148141
2014-02-23,0.6933564814814811
2014-02-24,0.851909722222222
2014-02-25,0.9250115740740741
2014-02-26,0.844814814814814
2014-02-27,0.8179513888888881
2014-02-28,0.811446759259259
2014-03-01,0.7321527777777771
2014-03-02,0.653877314814814
2014-03-03,0.9388425925925921
2014-03-04,0.9774421296296291
2014-03-05,0.8360648148148141
2014-03-06,0.8142824074074071
2014-03-07,0.8354050925925921
2014-03-08,0.745625
2014-03-09,0.7173842592592591
2014-03-10,0.8186921296296291
2014-03-11,0.880046296296296
2014-03-12,0.8814467592592591
2014-03-13,0.840775462962963
2014-03-14,0.8157638888888881
2014-03-15,0.6960995370370371
2014-03-16,0.684733796296296
2014-03-17,0.7666087962962961
2014-03-18,0.6249537037037031
2014-03-19,0.852361111111111
2014-03-20,0.8197337962962961
2014-03-21,0.8438078703703701
2014-03-22,0.769710648148148
2014-03-23,0.6666319444444441
2014-03-24,0.8193865740740741
2014-03-25,0.8301620370370371
2014-03-26,0.788842592592592
2014-03-27,0.8280787037037031
2014-03-28,0.7743634259259251
2014-03-29,0.6145254629629631
2014-03-30,0.6564004629629631
2014-03-31,0.7507175925925921
2014-04-01,0.740335648148148
2014-04-02,0.7721759259259251
2014-04-03,0.773379629629629
2014-04-04,0.7580671296296291
2014-04-05,0.6437962962962961
2014-04-06,0.577071759259259
2014-04-07,0.759942129629629
2014-04-08,0.783645833333333
2014-04-09,0.752222222222222
2014-04-10,0.785555555555555
