Timestamp,Open,High,Low,Close,Volume,daysTillHalving,ratio
2014-01-01,731.903411882,753.981553104,731.903411882,753.405480556,21346662.0,920,113.00007702208197
2014-01-02,751.161970052,798.2436427300001,742.8400064780001,784.280603894,28405765.0,919,113.22746777082753
2014-01-03,782.968261172,816.864470154,768.6465619940001,807.915916232,31500478.0,918,113.3701484313799
2014-01-04,807.8165956619999,828.7459845879999,792.146836872,828.7459845879999,26004448.0,917,113.56209056379649
2014-01-05,829.028304986,933.1198898659999,828.061490758,904.7600750739999,31874485.0,916,113.41368669328907
2014-01-06,906.6701119080001,993.012671154,887.2568697,917.382725522,37645579.0,915,113.32562642357443
2014-01-07,915.7937051659999,941.8773635560001,789.593524042,789.593524042,31114343.0,914,113.42180426551191
2014-01-08,778.222934732,846.5568567119999,768.3688510260001,822.864923038,30314966.0,913,113.22601883147516
2014-01-09,830.2687184719998,844.7333391100001,785.913197922,825.8665006040001,29248412.0,912,112.94130538135295
2014-01-10,823.741218994,858.6030641519999,805.451087872,854.445450584,27201658.0,911,112.86085763788157
2014-01-11,852.296409132,906.1289698759999,850.8371714479999,893.6831232820001,29282110.0,910,112.48545939022198
2014-01-12,895.333941246,904.04404794,827.508603914,843.286613774,25944444.0,909,112.15668350717345
2014-01-13,840.97690943,843.535720248,789.213772588,822.530427934,27996437.0,908,112.08589939794084
2014-01-14,824.566519444,836.1150065940001,804.482518704,815.996819406,28151350.0,907,112.1919437058523
2014-01-15,815.30019049,848.86299475,812.45745192,840.1151583520001,29682359.0,906,111.97485012154621
2014-01-16,841.164428006,847.73468916,814.4962523859999,814.4962523859999,29399740.0,905,111.81207703543079
2014-01-17,812.330405534,818.887922492,770.6144133939999,794.5266687980001,28793316.0,904,111.69838342931756
2014-01-18,796.84108194,816.204482146,796.84108194,811.37762176,25078955.0,903,111.53307133603933
2014-01-19,810.983856048,841.4564324119999,795.5558779239999,841.4564324119999,24042099.0,902,111.58580334341612
2014-01-20,842.1750903239999,844.599717634,817.145194882,826.696425026,35802980.0,901,111.36835105378744
2014-01-21,825.9990557020001,833.821904742,815.0225156139999,824.875769878,36367413.0,900,111.30787546249768
2014-01-22,824.4221674339999,824.4221674339999,805.899371318,818.534270204,32799113.0,899,111.1876322012296
2014-01-23,819.138,823.168,803.330035602,810.869203164,32741727.0,898,111.0378882602115
2014-01-24,810.14861073,810.1754649999999,768.594530864,779.3849452420001,32166736.0,897,111.00259226016617
2014-01-25,779.633616724,816.8241085200001,775.011168556,805.652675222,27300623.0,896,110.97649940168786
2014-01-26,805.635530356,831.98114621,796.9776483459999,814.847146534,26973237.0,895,111.12499065834852
2014-01-27,814.609057004,822.597016814,729.2448187480001,746.678657078,32509480.0,894,111.13522029769678
2014-01-28,749.5395848119999,811.5336222520001,742.2571064240001,785.9504199859999,33077520.0,893,111.22167487374615
2014-01-29,785.2093090000001,804.5652399560001,783.3840817280001,794.098192396,29120650.0,892,111.38196485018693
2014-01-30,794.1089188020001,810.0969831919999,772.8600955020001,799.5229998400001,30577764.0,891,111.39376694731179
2014-01-31,799.801687688,808.890884554,792.377236548,802.998525562,30709345.0,890,111.59810822658292
2014-02-01,803.08897018,825.783272108,803.08897018,813.159890274,28516723.0,889,111.51015872555227
2014-02-02,813.4994616839999,824.9589929800001,810.5421420179999,814.932732602,29308575.0,888,111.47211483834667
2014-02-03,813.4936793459999,814.99,801.323850846,808.5,32590491.0,887,111.65062254396693
2014-02-04,807.01483199,811.6554764059999,797.4866546340002,801.39173376,37912409.0,886,111.74625036632796
2014-02-05,801.999143152,807.651740264,779.9879977940001,780.917515036,36921241.0,885,111.87936579537298
2014-02-06,783.182313112,794.9143906840001,756.181896196,762.981093598,38079205.0,884,111.8203032404252
2014-02-07,761.805554048,762.9350615340002,630.0281968,708.3660443880001,37881922.0,883,111.94264920338036
2014-02-08,704.179225556,722.541836424,670.81265697,679.578138862,33844708.0,882,111.91265746680925
2014-02-09,674.1200582280001,725.3520220560001,666.9494935360001,687.314088924,28893017.0,881,112.05591045661568
2014-02-10,686.562965162,702.8443287460001,536.1585535199999,688.4182184199999,32729300.0,880,112.21422376290022
2014-02-11,688.9983416140001,714.6646698960001,636.4860187020001,675.110840662,32530109.0,879,112.32091477385339
2014-02-12,673.979627184,683.4743409380001,642.216684696,652.543163334,44538280.0,878,112.24068382756104
2014-02-13,651.710844624,659.407133664,605.551711186,605.83889448,38591034.0,877,112.34723697610676
2014-02-14,605.42906566,705.0030291,546.8820015059999,670.0066271759999,42772642.0,876,112.2719596237513
2014-02-15,669.938419052,670.610044198,633.880815592,655.269274756,33582483.0,875,112.38006775976984
2014-02-16,654.395845686,668.997483386,598.2557754080001,620.641121662,28233729.0,874,112.50653349433821
2014-02-17,621.81520343,661.4023965700001,610.941364434,632.4809440480001,33458043.0,873,112.82823799138676
2014-02-18,633.38744049,649.779516686,611.378793068,629.1273936299999,36625200.0,872,112.9519440129401
2014-02-19,628.19493129,635.8688232480001,619.433271162,624.838114922,40987860.0,871,112.87764669752075
2014-02-20,624.838136344,630.42335244,562.2492199640001,562.5895875420001,39955502.0,870,113.11862147338542
2014-02-21,560.249881084,587.177681538,536.1994399040001,581.290525096,38752782.0,869,113.38636223080455
2014-02-22,583.5971850379999,614.110857464,563.5976371280001,611.552214376,33138951.0,868,113.47748411177798
2014-02-23,611.4400235339999,644.73751523,603.7467063380001,608.198850544,35225557.0,867,113.5940150319581
2014-02-24,608.8347277400001,609.473733156,533.5299734419999,536.8594994299999,43026454.0,866,113.5468918377282
2014-02-25,528.1865117440001,542.086040178,403.021674696,536.2111523420001,45251437.0,865,113.93530296213802
2014-02-26,533.878873808,608.375826668,531.97559965,585.5174387139999,42731286.0,864,113.98261735094839
2014-02-27,585.0973549639999,598.801086342,571.9222766299999,583.057392048,38921735.0,863,114.16954351701438
2014-02-28,583.5329668100001,588.393928822,546.7525106119999,551.4270378320001,42727357.0,862,114.24399706149292
2014-03-01,545.2975974020001,575.60276129,540.1954630719999,566.7533114280001,37538801.0,861,114.41215650826915
2014-03-02,567.455792414,570.727118068,554.4801410580001,563.2946821140001,33391277.0,860,114.55932198964325
2014-03-03,563.155987648,701.761155626,563.155987648,676.820067156,49066024.0,859,114.76104455589855
2014-03-04,677.525998348,698.3208707240001,661.947074628,673.387906086,53152537.0,858,115.065546191151
2014-03-05,673.6821172719999,678.596890334,652.8833964400001,670.1076203939999,44132262.0,857,115.09529038777613
2014-03-06,669.3986009500001,674.333896218,652.725958834,669.219942962,42315435.0,856,115.13336265069461
2014-03-07,669.657444242,669.657444242,616.67576492,632.308556588,41256070.0,855,115.23732301086385
2014-03-08,632.753326478,637.7760993620001,606.4437888559999,620.6247192339999,35382582.0,854,115.33103648429324
2014-03-09,617.992392558,648.47835235,614.418,638.418612898,35695230.0,853,115.42207154764219
2014-03-10,638.836986358,645.9129185439999,611.802888792,629.382,41404478.0,852,115.75202552231762
2014-03-11,628.5010288619999,638.70285338,616.3467745959999,635.03872797,42126267.0,851,115.87006661957136
2014-03-12,632.2596030340001,652.618486608,631.88079376,633.854888054,43512495.0,850,115.74129806293274
2014-03-13,634.9895856400001,649.0603076919999,633.3359216380001,641.6025862160001,41514023.0,849,115.84815296271597
2014-03-14,640.7370046399999,644.606699148,626.044033752,629.8350340720001,40638981.0,848,116.23794045317824
2014-03-15,630.946389436,639.8207474799999,626.684066836,637.415090218,30647994.0,847,116.42023966206918
2014-03-16,636.844331602,638.749396534,630.4372254980001,634.8101052919999,28565917.0,846,116.58970564779693
2014-03-17,634.273459464,634.872,619.9905736480001,622.84479101,33956909.0,845,117.01815862360833
2014-03-18,622.642869692,623.840735556,600.459452008,614.438939238,25501463.0,844,117.41108486589435
2014-03-19,613.7124100819999,620.9851802139999,606.401453536,611.19495134,35546798.0,843,117.60917093887738
2014-03-20,610.718668794,610.718668794,583.6317116719999,586.953250296,38255814.0,842,117.96941845950782
2014-03-21,586.4505807319999,606.828515944,562.155328006,570.012095636,43447584.0,841,118.32624327604994
2014-03-22,569.600447218,571.792295856,548.409542238,564.545464148,41234354.0,840,118.83750275250446
2014-03-23,564.191851338,568.73529797,557.07852261,559.690294744,30901543.0,839,119.04120731322513
2014-03-24,561.7339428140001,589.765330318,547.0,584.911571278,40783506.0,838,119.21021438021238
2014-03-25,585.45262454,586.066360872,569.905603064,583.845073968,38640675.0,837,119.2654300010778
2014-03-26,583.222818436,590.45180902,567.395876744,579.087233466,38663729.0,836,119.35347448899698
2014-03-27,581.4146991480001,581.4146991480001,472.14433733800007,472.14433733800007,41216139.0,835,119.24225951320946
2014-03-28,479.15828344600004,523.553442424,470.99997069,501.09610014200007,38200384.0,834,119.4489451628219
2014-03-29,502.74045943399994,507.17240867199996,488.153188304,491.9478371900001,30154520.0,833,119.5944838093543
2014-03-30,491.2106189700001,491.2106189700001,438.09524901000003,458.77462072399993,32473002.0,832,119.92202978879237
