t,v
2014-01-01,12.4541916888262
2014-01-02,12.9206874739026
2014-01-03,14.6951550994037
2014-01-04,12.1663768387831
2014-01-05,15.8987498626839
2014-01-06,14.7854216163625
2014-01-07,14.6719068279762
2014-01-08,12.9675379600592
2014-01-09,10.0694133395785
2014-01-10,10.4608101580096
2014-01-11,7.54350981772386
2014-01-12,8.27260514354129
2014-01-13,9.86092972043213
2014-01-14,13.0198093217521
2014-01-15,9.78417811115902
2014-01-16,10.6273859820443
2014-01-17,7.1740759482193
2014-01-18,6.87796371319658
2014-01-19,11.7659266311973
2014-01-20,12.4114766368108
2014-01-21,8.53378918721999
2014-01-22,7.43812918828292
2014-01-23,8.01836361966734
2014-01-24,11.3609816140528
2014-01-25,8.55962719293376
2014-01-26,7.39867544735651
2014-01-27,14.0634995697837
2014-01-28,9.82357912238288
2014-01-29,8.09191233904564
2014-01-30,8.68935730005004
2014-01-31,6.7334027639429
2014-02-01,8.19643864651226
2014-02-02,9.33184719577986
2014-02-03,8.32279399211575
2014-02-04,11.3292303179054
2014-02-05,11.8169741246391
2014-02-06,9.43233135049024
2014-02-07,12.2728912514356
2014-02-08,8.71387731928717
2014-02-09,8.64108308897396
2014-02-10,11.9677929827741
2014-02-11,10.3973375369818
2014-02-12,9.9242184096781
2014-02-13,9.556741420244549
2014-02-14,9.69681755134968
2014-02-15,15.540057732985801
2014-02-16,10.8791187258952
2014-02-17,8.26423478419683
2014-02-18,7.61956583385829
2014-02-19,6.5200250065670105
2014-02-20,7.87573161204672
2014-02-21,7.48155702200077
2014-02-22,6.79224275290174
2014-02-23,6.86285684009823
2014-02-24,10.4803762413817
2014-02-25,13.601735551975
2014-02-26,9.49211274840776
2014-02-27,8.12330499647072
2014-02-28,8.39596894444605
2014-03-01,12.975841475639
2014-03-02,9.76714955756472
2014-03-03,13.1296677792097
2014-03-04,12.1142396167165
2014-03-05,9.47424654646482
2014-03-06,8.88332819159125
2014-03-07,34.1735074955298
2014-03-08,24.5510158321281
2014-03-09,15.2090142923379
2014-03-10,21.4595557976498
2014-03-11,12.9411562033995
2014-03-12,13.8427846481867
2014-03-13,10.5143559453495
2014-03-14,8.87275447129557
2014-03-15,9.66242874010188
2014-03-16,6.5068551086273
2014-03-17,8.32659656949725
2014-03-18,48.9290780808141
2014-03-19,14.9787162701383
2014-03-20,9.60036777680422
2014-03-21,8.21476854113386
2014-03-22,6.26524313251844
2014-03-23,5.76546062237999
2014-03-24,9.47935889030869
2014-03-25,7.5862434325634105
2014-03-26,7.59182651471847
2014-03-27,11.0226439206159
2014-03-28,12.306111599934
2014-03-29,7.48611418537375
2014-03-30,10.5457335921729
2014-03-31,11.5017579992748
2014-04-01,10.6746751701879
2014-04-02,11.2555107224136
2014-04-03,11.7314199691216
2014-04-04,10.162851108061
2014-04-05,13.0764582414168
2014-04-06,8.8221023301898
2014-04-07,7.06992240222939
2014-04-08,6.7450378632544
2014-04-09,9.2716737145855
2014-04-10,12.2044276549563
2014-04-11,11.9090408673644
2014-04-12,8.42791513449862
2014-04-13,8.05616410106862
2014-04-14,8.7620777981515
2014-04-15,9.1566806152678
2014-04-16,11.7627443857778
2014-04-17,12.4547961805273
2014-04-18,13.6824268457462
2014-04-19,8.54839106251743
2014-04-20,8.48552760619315
2014-04-21,12.4735632828554
2014-04-22,11.3297562261923
2014-04-23,9.16249826943579
2014-04-24,6.04427330784099
2014-04-25,7.63568390234068
2014-04-26,6.43585889050949
2014-04-27,5.7236702244038895
2014-04-28,8.99201549873609
2014-04-29,8.61614670889128
2014-04-30,7.6404757738765
2014-05-01,7.47508001441038
2014-05-02,10.9441445080338
2014-05-03,10.2533124203669
2014-05-04,8.23518090111845
2014-05-05,9.3210347526191
2014-05-06,8.86021995764271
2014-05-07,12.0013121916976
2014-05-08,19.5586149192731
2014-05-09,18.9166979455353
2014-05-10,12.0135229316569
2014-05-11,8.50935546282961
2014-05-12,7.40389879206467
2014-05-13,9.74458302857345
2014-05-14,10.4128375504182
2014-05-15,11.0057254231816
2014-05-16,9.91854332799993
2014-05-17,9.04221407929714
2014-05-18,5.42141786412487
2014-05-19,8.21586492338345
2014-05-20,20.9648283715913
2014-05-21,10.4744671648482
2014-05-22,10.5179084642356
2014-05-23,17.1157288780273
2014-05-24,17.2914813503884
2014-05-25,14.581915848005
2014-05-26,11.3209778579368
2014-05-27,13.8680047389396
2014-05-28,11.9863567376605
2014-05-29,10.06082540537
2014-05-30,14.2477087126767
2014-05-31,11.2339358412988
2014-06-01,13.4123945862282
2014-06-02,14.7483658189054
2014-06-03,12.9829484204478
2014-06-04,15.8749786067578
2014-06-05,14.1772048185933
2014-06-06,16.8150719706101
2014-06-07,11.8041602712245
2014-06-08,15.9632632231542
2014-06-09,6.45461365505028
2014-06-10,9.36213070000568
2014-06-11,8.4592402323506
2014-06-12,17.1457387677858
2014-06-13,11.4987763137417
2014-06-14,8.53974733980965
2014-06-15,8.23171035950259
2014-06-16,10.8198221359541
2014-06-17,6.85082234951869
2014-06-18,8.56310533272765
2014-06-19,11.5495969280068
2014-06-20,9.76459079461578
2014-06-21,8.96832245991917
2014-06-22,10.486642753681
2014-06-23,10.3093404334288
2014-06-24,13.5662791949862
2014-06-25,7.7655145585040195
2014-06-26,8.30938307916797
2014-06-27,7.68975679158081
2014-06-28,6.16982673076446
2014-06-29,7.12993943258855
2014-06-30,9.74296150230416
2014-07-01,12.8150871515277
2014-07-02,14.1244842593037
2014-07-03,9.59013695973158
2014-07-04,6.50240817271283
2014-07-05,8.39599062656512
