Timestamp,Open,High,Low,Close,Volume,daysTillHalving,ratio
2017-01-01,968.2105082807691,1002.0202181645429,962.932372475685,995.9339491996291,108929353.0,1226,1263.862478016275
2017-01-02,995.5950123224017,1033.0265464986644,993.2977913130468,1014.3551444208006,150196663.0,1225,1271.1293976080162
2017-01-03,1012.0414306677403,1035.5398378162315,1009.33531980046,1024.4356274214406,148631502.0,1224,1281.9400495980085
2017-01-04,1022.8204666855152,1138.3190769805976,1022.8204666855152,1120.5665806362429,150818787.0,1223,1290.8870452818946
2017-01-05,1122.5384449948128,1168.4859165216617,892.9091002299871,1002.9225429218841,137746170.0,1222,1298.861920414893
2017-01-06,1004.7368525810716,1029.2355417428948,881.0295718233599,893.5322212419582,158433372.0,1221,1306.4963719617801
2017-01-07,894.5774861138161,906.3353837713242,814.7366394351999,906.0237000544815,136205174.0,1220,1318.1314250724727
2017-01-08,906.9979620922343,949.25139337221,889.0861363722255,920.0144439293053,135298676.0,1219,1326.039350955162
2017-01-09,921.0360555538458,921.0360555538458,883.591131109976,901.6846047662914,125489392.0,1218,1338.2174870932363
2017-01-10,900.5790416087026,914.3913495359296,895.2163300543218,905.3372890525112,153506080.0,1217,1348.7423635453426
2017-01-11,906.5421154831886,921.98568220856,762.0617330985897,788.6627243239802,141176575.0,1216,1359.7375660284135
2017-01-12,781.1914576305592,836.0107585615884,753.0085954310189,810.6206346707453,137842169.0,1215,1367.359451899326
2017-01-13,810.7780136842733,830.9163236456154,780.3924474573383,826.8820727986597,126019625.0,1214,1374.4961982888474
2017-01-14,830.3300401243644,844.197377654189,816.027508957614,824.4725280214013,127712679.0,1213,1379.251924638452
2017-01-15,824.9585285520728,831.2995175812077,811.8793333182418,828.2438456915527,113023989.0,1212,1386.5889103723143
2017-01-16,829.8028123704331,838.9690631170866,821.7123645251729,832.2975703857504,128109307.0,1211,1394.9075709214462
2017-01-17,832.4803542363676,907.6900402225685,829.9835153098163,905.9891266982038,142192109.0,1210,1406.4567931239405
2017-01-18,907.4290953797299,914.9232782599914,854.3136407368789,887.4321969838854,134037877.0,1209,1413.8496774826262
2017-01-19,888.7768070060599,909.2063697544869,883.0562744611143,902.51327038944,145138017.0,1208,1422.2159435735634
2017-01-20,901.804820189324,903.6460963896379,884.2421382212915,895.0778348690013,136463465.0,1207,1428.0181286503657
2017-01-21,895.299166628957,928.124003844235,894.1833777083702,923.9705284416652,125404690.0,1206,1438.981949068457
2017-01-22,924.6013681163679,945.031586846509,896.3468231019604,926.2267163651608,117331278.0,1205,1450.8142033917125
2017-01-23,926.9725780138231,928.7253351025756,916.0561294841094,918.1218197310366,125364333.0,1204,1463.8532541248749
2017-01-24,904.1793427660181,922.5634241416689,884.3935260284518,886.5455413735126,145038987.0,1203,1475.2831641790196
2017-01-25,886.6979563033974,903.2773768035495,886.5766457962479,897.3617133683149,147151462.0,1202,1486.575234364537
2017-01-26,894.1051865317962,920.2232271220182,894.1051865317962,916.8285986586582,153898133.0,1201,1496.9882717786304
2017-01-27,916.6834584862074,923.345309331354,910.1180300255588,921.5422094299513,142358717.0,1200,1505.4496905582362
2017-01-28,921.4866364740881,925.1769262764926,916.1325788487933,924.7673237596504,133336876.0,1199,1518.0134062787695
2017-01-29,923.3982241298909,926.4736966282862,913.8665924125577,915.1648754787748,143994117.0,1198,1532.1430846108635
2017-01-30,913.9726881458355,923.4345539345064,912.1497725881475,922.0738109942619,137501208.0,1197,1547.0675434288323
2017-01-31,922.4268882235534,970.0291851343451,921.2051162523372,968.8802576054234,139098713.0,1196,1559.4429935849053
2017-02-01,968.4102767527154,990.19947075915,962.6834057491011,987.7523632206257,184711966.0,1195,1571.5425300703644
2017-02-02,991.0308670167299,1009.943429448851,978.0317220132158,1008.04242305061,143447898.0,1194,1585.8543057271377
2017-02-03,1008.6902321858481,1022.1076126770574,993.8563321508724,1017.4797248413867,144615251.0,1193,1599.3311009320043
2017-02-04,1017.9975301710645,1040.2003548397472,1003.2605804383454,1034.9539111460294,137075338.0,1192,1616.0704772908484
2017-02-05,1035.2232440458824,1035.7359130025218,1004.7996440183861,1015.6507467246023,152273960.0,1191,1633.7391198938694
2017-02-06,1014.0470104041142,1030.9984598413935,1012.8780886071099,1023.1524015508714,122369219.0,1190,1650.4936334025629
2017-02-07,1022.8489182620384,1056.522778872464,1022.1267200716906,1053.850386120103,142760967.0,1189,1661.638586958484
2017-02-08,1052.8944023068168,1069.448927951436,1027.291846808695,1053.705061673372,140289033.0,1188,1677.3171496093926
2017-02-09,1054.6558676876582,1075.0445697474245,947.0168862933381,988.412932065044,161528490.0,1187,1689.811132056626
2017-02-10,991.3277802579635,1007.6270103704871,956.6448709481601,999.5649259922793,142192951.0,1186,1708.156109912524
2017-02-11,998.0535182569195,1021.1035497146116,995.998053729981,1017.4108314000738,133914727.0,1185,1724.1342149621255
2017-02-12,1013.5559389512076,1017.4395720584404,996.791256239225,1007.6745400361308,122110183.0,1184,1737.9285042898562
2017-02-13,1005.6044637719936,1019.1293488938365,982.9971599801277,1002.2742943586869,148365186.0,1183,1751.7423101468391
2017-02-14,1000.9573928681573,1018.2667987616367,990.3172944988903,1013.0606096747724,149478322.0,1182,1763.0662532016709
2017-02-15,1012.8271390890886,1015.0103751916861,1004.9099767394684,1013.7192202029706,130638413.0,1181,1774.4922535951978
2017-02-16,1013.6380893238918,1040.7643284139172,1013.4913474824276,1035.5864430165802,147029098.0,1180,1787.8194319664615
2017-02-17,1035.8975115104715,1063.2953617529715,1035.2319709351073,1054.5323358232317,146292670.0,1179,1803.5231276057325
2017-02-18,1057.0757223369296,1071.8608505899194,1053.3228294199698,1061.9505209874096,145222119.0,1178,1815.504295387722
2017-02-19,1060.836708737162,1065.3437473090385,1047.651375292212,1057.2512244091406,124705457.0,1177,1829.7097918260552
2017-02-20,1057.3389685050083,1089.817140419887,1047.2200315789753,1086.269644280841,140760344.0,1176,1839.3373362665238
2017-02-21,1085.7187214860583,1129.9021883993305,1080.5842891191041,1126.8589354029832,131020285.0,1175,1849.6414308771723
2017-02-22,1128.5468511318195,1140.9183708415846,1106.3224485444714,1129.850403173692,134813613.0,1174,1861.5246180517267
2017-02-23,1129.7513200553767,1193.774861743443,1127.6266837532924,1176.852176320272,144065947.0,1173,1869.5196818575162
2017-02-24,1187.7699106851044,1217.5818299900898,1130.1649697483276,1185.0389520725385,158258404.0,1172,1882.7980000528792
2017-02-25,1184.5531743934475,1188.4218301569163,1126.3642950002063,1155.3930852455971,161332686.0,1171,1893.304365800324
2017-02-26,1157.4492642304258,1184.3555354974392,1134.4544450562614,1183.806290863436,164027808.0,1170,1904.200474845656
2017-02-27,1183.7628430918016,1197.3324788918162,1175.0849984394638,1194.828374751376,136066265.0,1169,1915.6894659486504
2017-02-28,1196.371654706409,1211.021720710741,1182.0503596451515,1195.8369020168036,148098178.0,1168,1926.3513013459742
2017-03-01,1195.3210323209769,1230.0355299840498,1191.0451433678227,1228.561442118559,140961556.0,1167,1939.243201704067
2017-03-02,1231.9720156488706,1285.7373574334117,1218.68433472983,1265.8578469159381,149991962.0,1166,1954.0059118493177
2017-03-03,1263.5227642947964,1294.4602010148033,1258.5693177470064,1291.5770036360645,148741354.0,1165,1965.464024560232
2017-03-04,1290.8314725486887,1292.1313615848362,1240.4142101406737,1267.3528520011428,130106329.0,1164,1982.246671715059
2017-03-05,1269.9359985051656,1278.2807619460286,1246.5615744967222,1277.5105061242275,144509013.0,1163,1997.0032198247407
2017-03-06,1276.885293083113,1286.4426876614486,1262.3314813075099,1283.6842084600808,137070696.0,1162,2011.9636953719014
2017-03-07,1283.0764093076548,1287.4959912918175,1190.0890802817692,1236.2938477594744,149111816.0,1161,2023.3043461831237
2017-03-08,1235.37790057819,1245.7415202479383,1147.673066572072,1150.0236036838078,139043350.0,1160,2039.6433818312005
2017-03-09,1150.139106716119,1211.277670334967,1135.471311572454,1195.1541699691657,146749773.0,1159,2058.277638703739
2017-03-10,1195.488988442898,1299.8294975277036,1015.4723234335361,1112.0866738418888,154684715.0,1158,2073.902448800653
2017-03-11,1111.2916341844161,1209.0916313361436,1111.2916341844161,1185.3058442200527,148602104.0,1157,2091.2882607935976
2017-03-12,1187.7230975324499,1241.8259772188624,1177.2551251713433,1235.7711375341892,148783871.0,1156,2105.1658391977285
2017-03-13,1234.2946768151264,1247.6311565247204,1217.3352491428634,1244.5663616591323,142480213.0,1155,2117.9154801423024
2017-03-14,1244.760714116571,1260.0857207551135,1228.9161138997074,1247.7630042828844,150103843.0,1154,2133.5167040694787
2017-03-15,1248.324840541349,1262.4921627024225,1245.730521390807,1262.42062405524,139690736.0,1153,2152.40372728719
2017-03-16,1261.9375537762255,1273.6075809205436,1132.8074597293423,1176.9608841733427,151165256.0,1152,2168.6147829336555
2017-03-17,1173.646544818944,1173.646544818944,1068.3305111084758,1075.7232574298555,153275697.0,1151,2182.624016455254
2017-03-18,1070.1916592672424,1094.5363493319207,942.9985705605875,968.1089976755732,147861188.0,1150,2195.4205898769096
2017-03-19,972.7924671203606,1059.1961132308495,972.7924671203606,1018.30455866016,146652317.0,1149,2207.5267585517704
2017-03-20,1015.1905406262337,1051.2935475647414,1011.1919517151011,1043.6578375929496,132890059.0,1148,2224.684927764158
2017-03-21,1044.5367058172528,1118.4559307176266,1043.0919444298913,1113.668596508832,139408566.0,1147,2239.9263828822886
2017-03-22,1112.9602260690572,1112.9602260690572,992.1418784450261,1037.2465846063203,156113000.0,1146,2255.512784727655
2017-03-23,1036.8732294750976,1052.844172091066,1014.7759252648914,1027.283029473309,142796239.0,1145,2272.571782821414
2017-03-24,1026.795006076552,1030.0326470987054,924.2370234294592,933.169753947826,153059835.0,1144,2286.481889259174
