Timestamp,Open,High,Low,Close,Volume
2014-01-01,754.969970703125,775.3499755859375,754.969970703125,771.4000244140625,22489400.0
2014-01-02,773.4400024414062,820.3099975585938,767.2100219726562,802.3900146484375,38489500.0
2014-01-03,802.8499755859375,834.1500244140625,789.1199951171875,818.719970703125,37810100.0
2014-01-04,823.27001953125,859.510009765625,801.6699829101562,859.510009765625,38005000.0
2014-01-05,858.5499877929688,952.4000244140624,854.52001953125,933.530029296875,72898496.0
2014-01-06,936.0499877929688,1017.1199951171876,905.7100219726562,953.2899780273438,85565696.0
2014-01-07,946.489990234375,965.739990234375,802.0,802.0,81311696.0
2014-01-08,795.989990234375,870.6799926757812,776.1799926757812,842.719970703125,74175600.0
2014-01-09,841.469970703125,864.3599853515625,804.1400146484375,846.8599853515625,59998600.0
2014-01-10,846.6900024414062,871.1900024414062,822.5999755859375,868.47998046875,31876800.0
2014-01-11,867.3200073242188,921.47998046875,861.719970703125,913.9500122070312,44754200.0
2014-01-12,919.5999755859376,928.52001953125,851.1699829101562,863.219970703125,39623500.0
2014-01-13,860.1900024414062,861.2899780273438,806.0499877929688,841.2000122070312,45580900.0
2014-01-14,843.1699829101562,855.6900024414062,825.6599731445312,833.27001953125,20829800.0
2014-01-15,833.1199951171875,872.8099975585938,830.8599853515625,860.9000244140625,28107200.0
2014-01-16,860.2899780273438,866.1599731445312,835.6300048828125,835.6300048828125,19149300.0
2014-01-17,834.489990234375,842.9099731445312,797.6300048828125,814.6400146484375,39031700.0
2014-01-18,816.0700073242188,841.489990234375,816.0700073242188,840.0,18052700.0
2014-01-19,839.6599731445312,870.9600219726562,825.530029296875,870.9600219726562,24365700.0
2014-01-20,871.3900146484375,886.3900146484375,853.8699951171875,870.2000122070312,27652700.0
2014-01-21,869.6500244140625,881.2000122070312,855.9299926757812,863.9099731445312,18997300.0
2014-01-22,867.2100219726562,870.1500244140625,837.3599853515625,845.5900268554688,18453700.0
2014-01-23,845.4600219726562,851.5700073242188,819.3200073242188,822.0399780273438,15607100.0
2014-01-24,822.4299926757812,822.4299926757812,783.5800170898438,797.0700073242188,34912000.0
2014-01-25,796.239990234375,861.4500122070312,792.9600219726562,853.6099853515625,24303900.0
2014-01-26,853.6799926757812,897.02001953125,844.8599853515625,885.280029296875,32224300.0
2014-01-27,884.5999755859375,893.0,757.1099853515625,771.3900146484375,49233600.0
2014-01-28,774.02001953125,832.5,766.97998046875,812.510009765625,44875500.0
2014-01-29,809.9600219726562,836.8699951171875,809.8499755859375,826.0,17984400.0
2014-01-30,826.02001953125,830.5,799.0599975585938,819.030029296875,29918200.0
2014-01-31,818.4299926757812,831.8699951171875,812.5999755859375,829.9199829101562,17107900.0
2014-02-01,828.6099853515625,853.52001953125,827.1099853515625,832.5800170898438,19668700.0
2014-02-02,832.9000244140625,844.719970703125,820.6699829101562,825.3699951171875,11300900.0
2014-02-03,824.0800170898438,826.47998046875,807.219970703125,823.8300170898438,13940100.0
2014-02-04,823.77001953125,840.1699829101562,820.9400024414062,827.9600219726562,16609700.0
2014-02-05,829.9600219726562,837.3200073242188,811.9099731445312,811.9099731445312,22395100.0
2014-02-06,815.5900268554688,819.8099975585938,770.5900268554688,781.5499877929688,50108700.0
2014-02-07,783.2000122070312,783.2000122070312,654.3499755859375,712.4000244140625,113643000.0
2014-02-08,699.5700073242188,721.8200073242188,661.8699951171875,673.9199829101562,38742600.0
2014-02-09,671.4600219726562,712.27001953125,655.25,682.9000244140625,39311400.0
2014-02-10,681.3200073242188,703.7100219726562,550.5,681.030029296875,112758000.0
2014-02-11,683.5,712.4600219726562,636.6599731445312,672.1699829101562,72745200.0
2014-02-12,672.3800048828125,672.9000244140625,643.0399780273438,651.719970703125,25367600.0
2014-02-13,651.0800170898438,657.989990234375,601.9099731445312,605.239990234375,38588100.0
2014-02-14,601.1699829101562,691.719970703125,541.0399780273438,661.989990234375,102506000.0
2014-02-15,660.9000244140625,661.8400268554688,632.8400268554688,650.9199829101562,26709200.0
2014-02-16,651.2999877929688,665.0999755859375,584.1699829101562,616.6300048828125,40061700.0
2014-02-17,614.22998046875,656.9500122070312,607.3099975585938,626.27001953125,31948400.0
2014-02-18,627.1599731445312,645.760009765625,612.5399780273438,626.5999755859375,20015100.0
2014-02-19,625.969970703125,631.77001953125,618.7000122070312,623.030029296875,13897800.0
2014-02-20,623.0900268554688,627.72998046875,556.1400146484375,556.1400146484375,46905000.0
2014-02-21,556.8800048828125,582.9600219726562,530.469970703125,574.1599731445312,47308100.0
2014-02-22,574.239990234375,614.47998046875,558.5800170898438,605.4199829101562,31254000.0
2014-02-23,606.469970703125,639.9099731445312,599.7000122070312,605.8200073242188,31434400.0
2014-02-24,606.0399780273438,607.6099853515625,538.7000122070312,546.3200073242188,57893900.0
2014-02-25,540.239990234375,541.3800048828125,420.4100036621094,538.7100219726562,126314000.0
2014-02-26,537.0399780273438,603.7999877929688,532.5800170898438,582.6900024414062,64642700.0
2014-02-27,581.6500244140625,594.0499877929688,566.6199951171875,578.77001953125,25540800.0
2014-02-28,579.7000122070312,584.1400146484375,545.1699829101562,549.260009765625,28076100.0
2014-03-01,549.9199829101562,573.3800048828125,539.2899780273438,565.6099853515625,18668100.0
2014-03-02,567.22998046875,570.47998046875,553.27001953125,559.7899780273438,7950760.0
2014-03-03,562.5599975585938,702.9099731445312,560.52001953125,667.760009765625,96056896.0
2014-03-04,668.239990234375,696.219970703125,655.6799926757812,666.780029296875,55344600.0
