t,v
2014-01-01,24855859
2014-01-02,24924034
2014-01-03,25000384
2014-01-04,25059614
2014-01-05,25129763
2014-01-06,25217036
2014-01-07,25290148
2014-01-08,25369974
2014-01-09,25440496
2014-01-10,25504939
2014-01-11,25569297
2014-01-12,25626421
2014-01-13,25695452
2014-01-14,25760475
2014-01-15,25828605
2014-01-16,25889305
2014-01-17,25951230
2014-01-18,26004284
2014-01-19,26058469
2014-01-20,26139084
2014-01-21,26223723
2014-01-22,26300882
2014-01-23,26371045
2014-01-24,26441508
2014-01-25,26500535
2014-01-26,26563053
2014-01-27,26641146
2014-01-28,26722589
2014-01-29,26793146
2014-01-30,26869876
2014-01-31,26948221
2014-02-01,27020166
2014-02-02,27088637
2014-02-03,27169325
2014-02-04,27260708
2014-02-05,27339422
2014-02-06,27423693
2014-02-07,27512264
2014-02-08,27587892
2014-02-09,27648496
2014-02-10,27722094
2014-02-11,27795683
2014-02-12,27865733
2014-02-13,27941578
2014-02-14,28025621
2014-02-15,28102626
2014-02-16,28161602
2014-02-17,28233353
2014-02-18,28312744
2014-02-19,28411397
2014-02-20,28513872
2014-02-21,28618046
2014-02-22,28701730
2014-02-23,28795378
2014-02-24,28908764
2014-02-25,29030612
2014-02-26,29141367
2014-02-27,29236625
2014-02-28,29328810
2014-03-01,29429050
2014-03-02,29509954
2014-03-03,29633636
2014-03-04,29766293
2014-03-05,29881497
2014-03-06,29991686
2014-03-07,30095915
2014-03-08,30196002
2014-03-09,30289176
2014-03-10,30382329
2014-03-11,30479260
2014-03-12,30587215
2014-03-13,30690421
2014-03-14,30772583
2014-03-15,30840046
2014-03-16,30902160
2014-03-17,30987026
2014-03-18,31054584
2014-03-19,31131018
2014-03-20,31210631
2014-03-21,31313914
2014-03-22,31396064
2014-03-23,31465556
2014-03-24,31555219
2014-03-25,31644998
2014-03-26,31736556
2014-03-27,31843864
2014-03-28,31947140
2014-03-29,32020818
2014-03-30,32087932
2014-03-31,32183309
2014-04-01,32285198
2014-04-02,32386103
2014-04-03,32457118
2014-04-04,32561376
2014-04-05,32646355
2014-04-06,32729630
2014-04-07,32817696
2014-04-08,32908037
2014-04-09,33008749
2014-04-10,33110907
2014-04-11,33207879
2014-04-12,33278667
2014-04-13,33354142
2014-04-14,33458692
2014-04-15,33558101
2014-04-16,33649198
2014-04-17,33730559
2014-04-18,33810841
2014-04-19,33885327
2014-04-20,33953766
2014-04-21,34026949
2014-04-22,34130603
2014-04-23,34214411
2014-04-24,34298727
2014-04-25,34397084
2014-04-26,34467854
2014-04-27,34534048
2014-04-28,34624787
2014-04-29,34716155
2014-04-30,34805927
2014-05-01,34890315
2014-05-02,34966269
2014-05-03,35020988
2014-05-04,35075779
2014-05-05,35152844
2014-05-06,35245697
2014-05-07,35335941
2014-05-08,35430260
2014-05-09,35518425
2014-05-10,35591269
2014-05-11,35652481
2014-05-12,35730526
2014-05-13,35805135
2014-05-14,35891041
2014-05-15,35991908
2014-05-16,36064583
2014-05-17,36131519
2014-05-18,36200861
2014-05-19,36285561
2014-05-20,36388633
2014-05-21,36468029
2014-05-22,36553920
2014-05-23,36651708
2014-05-24,36710325
2014-05-25,36792028
2014-05-26,36882421
2014-05-27,36981104
2014-05-28,37087509
2014-05-29,37181526
2014-05-30,37258964
2014-05-31,37333250
2014-06-01,37418294
2014-06-02,37512024
2014-06-03,37617294
2014-06-04,37711558
2014-06-05,37811716
2014-06-06,37902869
2014-06-07,37976981
2014-06-08,38048392
2014-06-09,38134418
2014-06-10,38222983
2014-06-11,38314492
2014-06-12,38405484
2014-06-13,38496067
2014-06-14,38572829
2014-06-15,38641569
2014-06-16,38736615
2014-06-17,38837826
2014-06-18,38928136
2014-06-19,39007277
2014-06-20,39088439
2014-06-21,39167727
2014-06-22,39243434
2014-06-23,39322482
2014-06-24,39415962
2014-06-25,39511631
2014-06-26,39597247
2014-06-27,39689057
2014-06-28,39761325
2014-06-29,39828243
2014-06-30,39924103
2014-07-01,40025662
2014-07-02,40123685
2014-07-03,40207556
2014-07-04,40277501
2014-07-05,40338031
2014-07-06,40415288
2014-07-07,40509189
2014-07-08,40621648
2014-07-09,40721546
2014-07-10,40819502
2014-07-11,40914290
2014-07-12,40984844
2014-07-13,41065580
2014-07-14,41150615
2014-07-15,41250784
2014-07-16,41341870
2014-07-17,41435687
2014-07-18,41526281
2014-07-19,41610152
2014-07-20,41689966
2014-07-21,41771473
2014-07-22,41860584
2014-07-23,41961017
2014-07-24,42054315
2014-07-25,42150615
2014-07-26,42222998
2014-07-27,42292816
2014-07-28,42386827
2014-07-29,42477932
2014-07-30,42581488
2014-07-31,42675773
2014-08-01,42770223
2014-08-02,42844574
2014-08-03,42907085
2014-08-04,42984530
2014-08-05,43096656
2014-08-06,43210455
2014-08-07,43305586
2014-08-08,43403567
2014-08-09,43484650
2014-08-10,43564474
2014-08-11,43672854
2014-08-12,43785906
2014-08-13,43898655
2014-08-14,44004090
2014-08-15,44104830
2014-08-16,44203842
2014-08-17,44285107
2014-08-18,44389574
2014-08-19,44497296
2014-08-20,44606009
2014-08-21,44712056
2014-08-22,44812350
2014-08-23,44893784
2014-08-24,44977697
2014-08-25,45076016
2014-08-26,45182907
2014-08-27,45285315
2014-08-28,45383799
2014-08-29,45472978
2014-08-30,45553375
2014-08-31,45631292
2014-09-01,45723189
2014-09-02,45821701
2014-09-03,45915819
2014-09-04,46017781
2014-09-05,46119432
2014-09-06,46201804
2014-09-07,46293377
2014-09-08,46398734
2014-09-09,46516060
2014-09-10,46622330
2014-09-11,46718548
2014-09-12,46817385
2014-09-13,46901664
2014-09-14,47000316
2014-09-15,47103473
2014-09-16,47227561
2014-09-17,47335995
2014-09-18,47444081
2014-09-19,47538600
2014-09-20,47624055
2014-09-21,47692897
2014-09-22,47798681
2014-09-23,47908444
2014-09-24,48010473
2014-09-25,48119753
2014-09-26,48219592
2014-09-27,48305626
2014-09-28,48393007
2014-09-29,48497755
2014-09-30,48610318
2014-10-01,48728589
2014-10-02,48833778
2014-10-03,48917112
2014-10-04,48989226
2014-10-05,49079348
2014-10-06,49178822
2014-10-07,49290472
2014-10-08,49403054
2014-10-09,49512232
2014-10-10,49622301
2014-10-11,49709794
2014-10-12,49794894
2014-10-13,49907871
2014-10-14,50026411
2014-10-15,50145239
2014-10-16,50255504
2014-10-17,50363440
2014-10-18,50452229
2014-10-19,50537622
2014-10-20,50648716
2014-10-21,50769166
2014-10-22,50882597
2014-10-23,50998960
2014-10-24,51109355
2014-10-25,51203409
2014-10-26,51293809
2014-10-27,51413911
2014-10-28,51529804
2014-10-29,51649703
2014-10-30,51771321
2014-10-31,51887278
2014-11-01,51978543
2014-11-02,52082241
2014-11-03,52201468
2014-11-04,52319481
2014-11-05,52438170
2014-11-06,52561365
2014-11-07,52669009
2014-11-08,52757571
2014-11-09,52855541
2014-11-10,52968373
2014-11-11,53083722
2014-11-12,53219115
2014-11-13,53343655
2014-11-14,53463887
2014-11-15,53560347
2014-11-16,53654907
2014-11-17,53772208
2014-11-18,53890482
2014-11-19,54005819
2014-11-20,54130272
2014-11-21,54241896
2014-11-22,54339868
2014-11-23,54432631
2014-11-24,54539591
2014-11-25,54657854
2014-11-26,54773565
2014-11-27,54891380
2014-11-28,55004516
2014-11-29,55103375
2014-11-30,55210386
2014-12-01,55325927
2014-12-02,55470197
2014-12-03,55600603
2014-12-04,55728682
2014-12-05,55850155
2014-12-06,55949374
2014-12-07,56045158
2014-12-08,56176182
2014-12-09,56303108
2014-12-10,56430353
2014-12-11,56549793
2014-12-12,56670614
2014-12-13,56777296
2014-12-14,56893767
2014-12-15,57025734
2014-12-16,57176999
2014-12-17,57326158
2014-12-18,57459281
2014-12-19,57575726
2014-12-20,57700958
2014-12-21,57810430
2014-12-22,57949505
2014-12-23,58086723
2014-12-24,58195110
2014-12-25,58279981
2014-12-26,58378402
2014-12-27,58482001
2014-12-28,58584414
2014-12-29,58692617
2014-12-30,58806545
2014-12-31,58907810
2015-01-01,58980509
2015-01-02,59084374
2015-01-03,59194085
2015-01-04,59306236
2015-01-05,59433331
2015-01-06,59554723
2015-01-07,59674356
2015-01-08,59805490
2015-01-09,59933642
2015-01-10,60057850
2015-01-11,60169085
2015-01-12,60292644
2015-01-13,60439006
2015-01-14,60596003
2015-01-15,60755990
2015-01-16,60895278
2015-01-17,61029833
2015-01-18,61144351
2015-01-19,61275153
2015-01-20,61406125
2015-01-21,61538176
2015-01-22,61667720
2015-01-23,61784237
2015-01-24,61888510
