t,o
2016-04-04,"{'c': 419.362325459036, 'h': 420.4400843399038, 'l': 417.11223504052504, 'o': 419.56153769728064}"
2016-04-05,"{'c': 422.2472808455297, 'h': 423.12374346141166, 'l': 418.7432514155345, 'o': 419.1456558444702}"
2016-04-06,"{'c': 421.31238406636857, 'h': 422.871006563989, 'l': 421.03648438641164, 'o': 422.4995641376694}"
2016-04-07,"{'c': 421.15249323824656, 'h': 422.3507381883495, 'l': 418.92937622783575, 'o': 421.1509197305697}"
2016-04-08,"{'c': 418.70082480212614, 'h': 424.1009414286276, 'l': 417.6669115960851, 'o': 420.5251316585348}"
2016-04-09,"{'c': 419.1189017501917, 'h': 419.4590939676701, 'l': 414.5274547844013, 'o': 418.82338908053515}"
2016-04-10,"{'c': 422.06377504107894, 'h': 423.42783597637634, 'l': 417.83333055875556, 'o': 419.08499222432147}"
2016-04-11,"{'c': 423.44435415721694, 'h': 423.49913944437765, 'l': 419.3636009712151, 'o': 422.8406927302866}"
2016-04-12,"{'c': 426.77208468908714, 'h': 427.83035047634, 'l': 423.1943470973274, 'o': 423.4983820019399}"
2016-04-13,"{'c': 424.9491271718547, 'h': 429.00361659478233, 'l': 423.46503207173754, 'o': 426.10272539537846}"
2016-04-14,"{'c': 425.73829926128775, 'h': 427.0157378230245, 'l': 422.1421235603058, 'o': 424.64627960130974}"
2016-04-15,"{'c': 430.41062868258484, 'h': 430.8285986141109, 'l': 424.39853823650054, 'o': 425.4616122478052}"
2016-04-16,"{'c': 433.2765036183376, 'h': 434.52166430060515, 'l': 428.91681643917093, 'o': 430.0616106757731}"
2016-04-17,"{'c': 428.91892249032605, 'h': 433.9021211042365, 'l': 426.7637643233011, 'o': 432.7509294827165}"
2016-04-18,"{'c': 429.62552571146455, 'h': 433.53375888538733, 'l': 427.2426458758447, 'o': 429.51201877619934}"
2016-04-19,"{'c': 436.6868552636164, 'h': 437.6872836541469, 'l': 427.6132180568842, 'o': 429.8731044118811}"
2016-04-20,"{'c': 442.45631725659206, 'h': 443.9794738823233, 'l': 434.47165582965033, 'o': 436.7100836071733}"
2016-04-21,"{'c': 451.6680756279053, 'h': 453.15191061460075, 'l': 440.88672693528645, 'o': 442.67011725574486}"
2016-04-22,"{'c': 448.09023328498296, 'h': 452.29281054701823, 'l': 443.94685308203316, 'o': 452.0161763140044}"
2016-04-23,"{'c': 455.48689847015464, 'h': 455.48689847015464, 'l': 444.91260701471475, 'o': 448.8947698108923}"
2016-04-24,"{'c': 462.25317862898964, 'h': 464.4894396228565, 'l': 449.99815668270696, 'o': 454.14632773227913}"
2016-04-25,"{'c': 464.57983400980066, 'h': 470.9750437082324, 'l': 456.6126989636049, 'o': 462.86406102019794}"
2016-04-26,"{'c': 469.6017137637834, 'h': 471.716884965595, 'l': 463.82988787377207, 'o': 465.35375165824155}"
2016-04-27,"{'c': 444.59813801158623, 'h': 470.6740159438724, 'l': 443.9995682783062, 'o': 469.8007680774861}"
2016-04-28,"{'c': 451.7265497426921, 'h': 451.7265497426921, 'l': 436.7235782382421, 'o': 445.4618461940196}"
2016-04-29,"{'c': 457.444408673028, 'h': 458.17740510065795, 'l': 446.6976179032883, 'o': 451.03231423727885}"
2016-04-30,"{'c': 453.35807263852155, 'h': 458.8912518081869, 'l': 449.30667896634424, 'o': 458.104533327041}"
2016-05-01,"{'c': 454.3377402582147, 'h': 456.68316221296993, 'l': 448.3393385248126, 'o': 451.35444809296223}"
2016-05-02,"{'c': 445.729278648282, 'h': 457.165588453704, 'l': 441.0735671524928, 'o': 455.1634320520801}"
2016-05-03,"{'c': 451.501854947788, 'h': 452.8053601684959, 'l': 442.30308135706434, 'o': 446.32751644355193}"
2016-05-04,"{'c': 448.00193740466904, 'h': 452.4107843780877, 'l': 445.37111326044317, 'o': 451.96038315336466}"
2016-05-05,"{'c': 449.2282265593353, 'h': 450.6807073739425, 'l': 446.0134341353435, 'o': 448.3385285440143}"
2016-05-06,"{'c': 460.9599712723831, 'h': 462.9163582355579, 'l': 447.9136629053385, 'o': 449.02645003100025}"
2016-05-07,"{'c': 461.138059959326, 'h': 462.8528848139981, 'l': 457.12912318826466, 'o': 461.2487683843643}"
2016-05-08,"{'c': 461.5625344457377, 'h': 462.9629424821448, 'l': 455.9650713358509, 'o': 459.19769953632994}"
2016-05-09,"{'c': 463.8478179625745, 'h': 464.6844567637314, 'l': 456.37873047672656, 'o': 460.4041025987124}"
2016-05-10,"{'c': 452.38923924080063, 'h': 464.7090406885057, 'l': 449.8079775237246, 'o': 463.72115025305027}"
2016-05-11,"{'c': 454.46139296844393, 'h': 457.9253338467265, 'l': 451.9229334943058, 'o': 452.15830166562466}"
2016-05-12,"{'c': 455.53856203692703, 'h': 456.1278655134969, 'l': 449.29302774879733, 'o': 453.5984740397465}"
2016-05-13,"{'c': 457.60834697826897, 'h': 457.74494428991, 'l': 452.4597742273505, 'o': 456.1670487552075}"
2016-05-14,"{'c': 458.44491586756294, 'h': 459.276980428591, 'l': 454.2308644339287, 'o': 457.84590055994295}"
2016-05-15,"{'c': 460.9721197500823, 'h': 462.36539808156385, 'l': 455.2340459002083, 'o': 456.82424619586527}"
2016-05-16,"{'c': 454.6210663380606, 'h': 461.1305060964003, 'l': 451.98491247168397, 'o': 458.4169491895611}"
2016-05-17,"{'c': 453.84373845479075, 'h': 456.99708877667706, 'l': 452.6303381264597, 'o': 454.5536381713291}"
2016-05-18,"{'c': 454.9559643049547, 'h': 457.3511400371882, 'l': 452.6364051362301, 'o': 453.57218986365996}"
2016-05-19,"{'c': 438.5470537052079, 'h': 456.28706083682425, 'l': 437.31814991914035, 'o': 454.40838387430233}"
2016-05-20,"{'c': 445.21445461964197, 'h': 445.21445461964197, 'l': 436.4279909810596, 'o': 436.4279909810596}"
2016-05-21,"{'c': 445.7950017281727, 'h': 446.22076975268817, 'l': 440.0186529953198, 'o': 444.1771422510402}"
2016-05-22,"{'c': 441.11737178700224, 'h': 446.0924270057852, 'l': 437.07971066370766, 'o': 444.33126820039814}"
2016-05-23,"{'c': 445.09554932369775, 'h': 445.09554932369775, 'l': 439.0776140862592, 'o': 442.5133370827871}"
2016-05-24,"{'c': 445.74600732461613, 'h': 447.3829876731331, 'l': 441.77717616270564, 'o': 444.71222442337074}"
2016-05-25,"{'c': 451.3402890773279, 'h': 451.4634673119952, 'l': 445.6230944199755, 'o': 445.6230944199755}"
2016-05-26,"{'c': 454.08349108848006, 'h': 454.8689733198864, 'l': 447.90675430924557, 'o': 450.2670467719944}"
2016-05-27,"{'c': 470.6678659296852, 'h': 476.64769399699645, 'l': 453.4903119052583, 'o': 454.00046150490607}"
2016-05-28,"{'c': 523.4010670292037, 'h': 533.6525954942157, 'l': 470.45019330087433, 'o': 470.45723480470394}"
2016-05-29,"{'c': 522.4012688892889, 'h': 541.5494857295442, 'l': 505.0615806396166, 'o': 519.0524155166189}"
2016-05-30,"{'c': 531.7697241514386, 'h': 538.0389196649197, 'l': 515.9676712967573, 'o': 520.8909695563295}"
2016-05-31,"{'c': 531.5451114534147, 'h': 547.1883882359074, 'l': 520.9596582207147, 'o': 532.5368758249402}"
2016-06-01,"{'c': 534.929231166291, 'h': 541.8974279280676, 'l': 526.0070684627683, 'o': 530.9043199979185}"
2016-06-02,"{'c': 538.0219157804956, 'h': 540.7093676471434, 'l': 532.5139283804709, 'o': 535.7512917789136}"
2016-06-03,"{'c': 570.0249109843392, 'h': 577.2765149782872, 'l': 536.7136464288385, 'o': 537.911823343279}"
2016-06-04,"{'c': 574.1044870799856, 'h': 591.6440248954505, 'l': 563.6182873099939, 'o': 571.627702904571}"
2016-06-05,"{'c': 574.6507220672327, 'h': 583.4591508819738, 'l': 569.5729895898222, 'o': 575.0335199696692}"
2016-06-06,"{'c': 585.2448605161708, 'h': 586.8736808805706, 'l': 574.785838894048, 'o': 574.785838894048}"
2016-06-07,"{'c': 578.1194883937324, 'h': 591.1439898943783, 'l': 566.5657032146594, 'o': 585.6862966212486}"
2016-06-08,"{'c': 583.0049348368627, 'h': 583.8677639645213, 'l': 573.4473919796058, 'o': 579.4903598009907}"
2016-06-09,"{'c': 577.0760450769253, 'h': 583.0639515880066, 'l': 573.5869843355222, 'o': 583.0639515880066}"
2016-06-10,"{'c': 579.8212995235086, 'h': 580.6896209982035, 'l': 573.3044184967522, 'o': 577.1265194256587}"
2016-06-11,"{'c': 607.17430380675, 'h': 608.9076902539115, 'l': 578.4525400065389, 'o': 580.3216450345686}"
2016-06-12,"{'c': 671.0887766935982, 'h': 682.7562052433839, 'l': 605.5162946470258, 'o': 608.6200630462736}"
2016-06-13,"{'c': 705.2537025153345, 'h': 720.2683763211442, 'l': 661.7060357970829, 'o': 671.9027157852627}"
2016-06-14,"{'c': 685.1158454197318, 'h': 705.9464186344967, 'l': 660.370639050979, 'o': 705.2963603893484}"
2016-06-15,"{'c': 697.4923346649625, 'h': 697.4923346649625, 'l': 673.1218840165232, 'o': 685.1258522930829}"
2016-06-16,"{'c': 768.6542678135833, 'h': 773.7708883527307, 'l': 698.7462567985158, 'o': 698.7462567985158}"
2016-06-17,"{'c': 752.9334092068809, 'h': 777.5688598816687, 'l': 713.8883161435806, 'o': 768.5683141803297}"
2016-06-18,"{'c': 757.3416662071204, 'h': 780.654385546416, 'l': 737.1052625412837, 'o': 750.3271643475698}"
2016-06-19,"{'c': 767.4518264835016, 'h': 767.5646892828629, 'l': 743.0008035417112, 'o': 757.2189034868209}"
2016-06-20,"{'c': 715.3350485677917, 'h': 766.4172250882075, 'l': 715.3350485677917, 'o': 766.0641794208384}"
2016-06-21,"{'c': 667.217531653078, 'h': 719.6805456389582, 'l': 632.1237096218553, 'o': 710.9793235366367}"
2016-06-22,"{'c': 597.5623930748819, 'h': 678.5882297805825, 'l': 583.0424385698525, 'o': 666.5849754316642}"
2016-06-23,"{'c': 627.9657566291881, 'h': 631.4387765727064, 'l': 549.6573936660673, 'o': 599.3067570426552}"
2016-06-24,"{'c': 667.5468611638372, 'h': 688.7491628850751, 'l': 627.5104086652805, 'o': 627.5104086652805}"
2016-06-25,"{'c': 665.7125861193371, 'h': 695.0630420007806, 'l': 649.9383978873786, 'o': 667.72141436574}"
2016-06-26,"{'c': 633.8908753967772, 'h': 673.0780799150666, 'l': 618.7590337400092, 'o': 666.6930781186629}"
2016-06-27,"{'c': 657.042473154401, 'h': 658.089313736966, 'l': 622.5316424925908, 'o': 634.1522438488288}"
2016-06-28,"{'c': 647.9137512329382, 'h': 661.4175913689517, 'l': 638.897108175417, 'o': 659.3577463080502}"
2016-06-29,"{'c': 637.0942855303231, 'h': 645.8450572049156, 'l': 625.961906912619, 'o': 641.5805610354699}"
2016-06-30,"{'c': 672.6324199351302, 'h': 672.7976935876231, 'l': 630.4935962363927, 'o': 637.4422842688522}"
2016-07-01,"{'c': 677.7523138559045, 'h': 687.441107119406, 'l': 664.0663521627281, 'o': 669.4751742208549}"
2016-07-02,"{'c': 703.0031427888437, 'h': 703.0031427888437, 'l': 675.9202309965603, 'o': 677.0835062496142}"
2016-07-03,"{'c': 661.439850366025, 'h': 704.8098029288469, 'l': 649.9484423876585, 'o': 704.8098029288469}"
2016-07-04,"{'c': 681.3720236261811, 'h': 682.703227911052, 'l': 651.5361938055695, 'o': 661.240363258809}"
2016-07-05,"{'c': 669.5220391628915, 'h': 682.0568466974344, 'l': 664.084273543179, 'o': 681.5060496231088}"
2016-07-06,"{'c': 677.0219670928782, 'h': 680.4660728632279, 'l': 667.5111649234292, 'o': 669.6540977489782}"
2016-07-07,"{'c': 640.7836172202872, 'h': 680.9506432692054, 'l': 610.7447816839033, 'o': 677.6152085007818}"
2016-07-08,"{'c': 665.8419667000638, 'h': 666.0706389701927, 'l': 636.6935617982448, 'o': 641.6519538202382}"
2016-07-09,"{'c': 657.3184540890006, 'h': 665.9746374098793, 'l': 630.5009208888357, 'o': 665.9746374098793}"
2016-07-10,"{'c': 651.3047799816928, 'h': 654.824727760787, 'l': 640.9435994363432, 'o': 653.1286698890007}"
2016-07-11,"{'c': 651.1524242489038, 'h': 660.6562870904938, 'l': 645.6346180033783, 'o': 646.2193949763308}"
2016-07-12,"{'c': 665.2699931763912, 'h': 674.8222555166899, 'l': 647.9580706448562, 'o': 651.1531369055181}"
2016-07-13,"{'c': 655.2105758522562, 'h': 670.3960116709677, 'l': 655.2105758522562, 'o': 665.1982927788399}"
2016-07-14,"{'c': 660.2911244612783, 'h': 663.9283772610819, 'l': 653.0703553972843, 'o': 653.0703553972843}"
2016-07-15,"{'c': 666.4306437343722, 'h': 669.5799391277089, 'l': 659.5611120768552, 'o': 661.0948075582379}"
2016-07-16,"{'c': 663.3188356448769, 'h': 669.4160776316858, 'l': 658.7610710366644, 'o': 667.144015581219}"
2016-07-17,"{'c': 679.8341644292315, 'h': 681.6997692365485, 'l': 663.3080891045007, 'o': 664.9872826978242}"
2016-07-18,"{'c': 675.0654188097517, 'h': 684.6001832365642, 'l': 668.5900671411275, 'o': 680.1388972230807}"
2016-07-19,"{'c': 674.0658044287677, 'h': 676.2702530326782, 'l': 667.7298605715993, 'o': 675.3620406331644}"
2016-07-20,"{'c': 667.3264934261225, 'h': 674.9116498751048, 'l': 663.9656308366968, 'o': 674.1124839855181}"
2016-07-21,"{'c': 667.2942051820498, 'h': 667.4868539955502, 'l': 660.6651573727574, 'o': 667.0029299955919}"
2016-07-22,"{'c': 653.2611166392969, 'h': 669.1935430955199, 'l': 647.665459326709, 'o': 666.9200093475695}"
2016-07-23,"{'c': 657.7541150361819, 'h': 661.6144506734797, 'l': 647.7129447843182, 'o': 652.7719727606991}"
2016-07-24,"{'c': 660.8986520111177, 'h': 664.8485493005853, 'l': 652.5152248612051, 'o': 657.4091594636778}"
2016-07-25,"{'c': 656.727918956488, 'h': 662.9774155359861, 'l': 652.6008622286148, 'o': 661.2138144329897}"
2016-07-26,"{'c': 654.174462619276, 'h': 658.0876582994398, 'l': 645.9289076588858, 'o': 656.5445129688732}"
2016-07-27,"{'c': 656.6374550331486, 'h': 658.6118120161885, 'l': 647.2264919974189, 'o': 653.0324077060571}"
2016-07-28,"{'c': 654.8738329724555, 'h': 659.6400508459569, 'l': 653.8753239398807, 'o': 656.8372459373693}"
2016-07-29,"{'c': 657.202841742762, 'h': 658.6774232541262, 'l': 653.1779366151144, 'o': 657.1027229386211}"
2016-07-30,"{'c': 655.0710646480535, 'h': 658.6691699463067, 'l': 653.4482233733222, 'o': 656.507453303696}"
2016-07-31,"{'c': 626.6782449704231, 'h': 656.7470744697775, 'l': 620.2442021850245, 'o': 655.5963377866532}"
2016-08-01,"{'c': 603.0714699772217, 'h': 627.1018687463361, 'l': 601.0884402693943, 'o': 626.5338777611767}"
2016-08-02,"{'c': 541.1173090967804, 'h': 612.8479660509516, 'l': 481.1698868623756, 'o': 605.2562514655542}"
2016-08-03,"{'c': 570.498084933119, 'h': 573.4290773083416, 'l': 526.2287613095032, 'o': 540.4314800149198}"
2016-08-04,"{'c': 584.2871190374406, 'h': 595.1996084736177, 'l': 562.8840121225187, 'o': 567.9331382408667}"
2016-08-05,"{'c': 578.7203581679671, 'h': 591.2459957558281, 'l': 566.1630955601056, 'o': 585.7062887536676}"
2016-08-06,"{'c': 590.6386563792255, 'h': 590.6709510633243, 'l': 566.0596517349734, 'o': 579.34301449702}"
2016-08-07,"{'c': 594.2242426379976, 'h': 598.3721942573578, 'l': 585.0783364024916, 'o': 590.7393962101197}"
2016-08-08,"{'c': 591.594596271462, 'h': 594.8005972701679, 'l': 585.8377435670084, 'o': 594.7382461067284}"
2016-08-09,"{'c': 585.9862966427914, 'h': 591.6922276548581, 'l': 584.5117776389684, 'o': 591.0869707748066}"
2016-08-10,"{'c': 593.309228099764, 'h': 600.8796441940957, 'l': 583.7068098935058, 'o': 585.8815235087476}"
2016-08-11,"{'c': 586.8243344160251, 'h': 599.0721677286521, 'l': 586.8243344160251, 'o': 592.2413001902876}"
2016-08-12,"{'c': 587.6670928265272, 'h': 590.0625882899753, 'l': 581.6351795448885, 'o': 586.6770718731823}"
2016-08-13,"{'c': 585.6063890254981, 'h': 589.3893371662832, 'l': 583.6553232807158, 'o': 586.7785858575165}"
2016-08-14,"{'c': 572.7941323513933, 'h': 585.8532879227157, 'l': 560.0688072632952, 'o': 585.5775895592516}"
2016-08-15,"{'c': 567.4857481002539, 'h': 573.9107354211444, 'l': 560.2044835133414, 'o': 570.8151438207174}"
2016-08-16,"{'c': 578.4633278459701, 'h': 581.461875117204, 'l': 563.1683433725605, 'o': 567.0994245292898}"
2016-08-17,"{'c': 573.999199368756, 'h': 581.3018487664967, 'l': 568.7772489229022, 'o': 577.5090331901113}"
2016-08-18,"{'c': 573.6346051922998, 'h': 576.0493909500134, 'l': 570.0057279977316, 'o': 574.2365450640501}"
2016-08-19,"{'c': 573.6856113314623, 'h': 576.5132703308607, 'l': 569.1690255464976, 'o': 573.814994706813}"
2016-08-20,"{'c': 580.6772171224967, 'h': 583.3948928021698, 'l': 570.9607752389986, 'o': 573.8552356807082}"
2016-08-21,"{'c': 580.2640710660802, 'h': 583.4737610264392, 'l': 578.0351131663995, 'o': 581.5041248672717}"
2016-08-22,"{'c': 584.5310006792232, 'h': 585.8007556599938, 'l': 575.5479862695803, 'o': 580.645413546859}"
2016-08-23,"{'c': 582.1403915731989, 'h': 585.903461797912, 'l': 578.0013134985563, 'o': 584.1028817971091}"
2016-08-24,"{'c': 578.8355713317429, 'h': 582.3557877338424, 'l': 576.6357928985566, 'o': 581.4425871025371}"
2016-08-25,"{'c': 575.7225958239035, 'h': 578.6014519058155, 'l': 572.3496151205557, 'o': 578.3673150148526}"
2016-08-26,"{'c': 578.7497338081189, 'h': 579.1636164219524, 'l': 575.0300702634647, 'o': 575.8843677533182}"
2016-08-27,"{'c': 569.4518502062841, 'h': 579.301256850288, 'l': 566.4605290532684, 'o': 579.1825492470842}"
2016-08-28,"{'c': 575.0956449603555, 'h': 575.0956449603555, 'l': 567.1323654902036, 'o': 569.3354997647033}"
2016-08-29,"{'c': 572.9005311004324, 'h': 577.0739119499378, 'l': 571.5957500501902, 'o': 574.7387353258158}"
2016-08-30,"{'c': 575.264045416163, 'h': 576.5820490909408, 'l': 570.7088155655425, 'o': 572.7564195935522}"
2016-08-31,"{'c': 571.1965360376626, 'h': 575.5856506120906, 'l': 569.959719995753, 'o': 574.773222145528}"
2016-09-01,"{'c': 572.5561672481705, 'h': 573.1486358130268, 'l': 567.9361617222079, 'o': 572.0819184385427}"
2016-09-02,"{'c': 575.0009111070633, 'h': 576.82247203265, 'l': 568.2989832869532, 'o': 572.0333304523999}"
2016-09-03,"{'c': 598.6908473034971, 'h': 599.6775955528016, 'l': 571.2543054569223, 'o': 575.0201122258158}"
2016-09-04,"{'c': 611.4227799559515, 'h': 615.4914630571855, 'l': 594.2449988322766, 'o': 598.1378493372433}"
2016-09-05,"{'c': 606.1033693815909, 'h': 609.4469821145561, 'l': 596.957341545806, 'o': 608.2345162845158}"
2016-09-06,"{'c': 610.3828471588885, 'h': 612.4426781605396, 'l': 602.1642783548364, 'o': 605.7871670368966}"
2016-09-07,"{'c': 615.0585387829371, 'h': 616.6834369645469, 'l': 606.0976995772535, 'o': 611.886397630116}"
2016-09-08,"{'c': 627.3697008597358, 'h': 630.1975954530337, 'l': 613.0835830741268, 'o': 615.1416784348286}"
2016-09-09,"{'c': 622.2820047345849, 'h': 628.4814747335627, 'l': 617.1099765036463, 'o': 627.0502207004567}"
2016-09-10,"{'c': 623.2641908171909, 'h': 625.557713191903, 'l': 620.0881840694323, 'o': 622.425877133531}"
2016-09-11,"{'c': 606.3234045793001, 'h': 629.4400289141438, 'l': 597.5941594059586, 'o': 622.1417588211955}"
2016-09-12,"{'c': 607.3223156688099, 'h': 608.9018602142285, 'l': 603.1104591330691, 'o': 606.8404358597544}"
2016-09-13,"{'c': 608.2890249240006, 'h': 609.5897227483833, 'l': 604.3152235829277, 'o': 607.2235634407231}"
2016-09-14,"{'c': 608.7350306744854, 'h': 611.2800951233585, 'l': 606.7497429678272, 'o': 608.0409844933903}"
2016-09-15,"{'c': 605.2743670751692, 'h': 609.3198741784108, 'l': 604.406083990222, 'o': 608.5634013654978}"
2016-09-16,"{'c': 607.7392757581945, 'h': 608.007600099347, 'l': 605.1460690941248, 'o': 605.6471123133957}"
2016-09-17,"{'c': 606.886534070155, 'h': 608.6650665439831, 'l': 602.8424076982844, 'o': 607.6908745797175}"
2016-09-18,"{'c': 610.9444636865104, 'h': 611.5809695990899, 'l': 603.3745928510808, 'o': 605.8913920699663}"
2016-09-19,"{'c': 608.5191535319566, 'h': 611.8680674625148, 'l': 606.0581877133935, 'o': 610.1123883951511}"
2016-09-20,"{'c': 606.7807663856313, 'h': 609.6726973138209, 'l': 606.3336935802043, 'o': 608.6422884032788}"
2016-09-21,"{'c': 596.5872229886088, 'h': 600.9171429109099, 'l': 593.8606695887972, 'o': 595.5135020439022}"
2016-09-22,"{'c': 595.3638256212346, 'h': 598.2082976521212, 'l': 593.9688255749015, 'o': 596.6848439898644}"
2016-09-23,"{'c': 601.5785021720683, 'h': 602.8202151826483, 'l': 594.0688800817877, 'o': 595.7569446193885}"
2016-09-24,"{'c': 601.0346316912924, 'h': 605.3187079088368, 'l': 600.3999701831059, 'o': 601.9619147149531}"
2016-09-25,"{'c': 600.5018579499821, 'h': 603.6449803133777, 'l': 596.5438519877891, 'o': 601.5721189835625}"
2016-09-26,"{'c': 606.2001855573536, 'h': 607.2074440720592, 'l': 597.5227052287498, 'o': 600.3050436206837}"
2016-09-27,"{'c': 604.6179169458967, 'h': 607.5164733587593, 'l': 601.0194813612147, 'o': 606.7626676907136}"
2016-09-28,"{'c': 604.9065178321194, 'h': 605.6781288492251, 'l': 602.1640297861002, 'o': 605.1495294758558}"
2016-09-29,"{'c': 605.8710149342171, 'h': 606.7619247755902, 'l': 602.6533504982636, 'o': 604.4430434648111}"
