Timestamp,Open,High,Low,Close,Volume,Position,Action,Holdings,Cash,Money,Returns
2014-01-01,754.969970703125,775.3499755859375,754.969970703125,771.4000244140625,22489400.0,0,0,0.0,100000.0,100000.0,0.0
2014-01-02,773.4400024414062,820.3099975585938,767.2100219726562,802.3900146484375,38489500.0,0,0,0.0,100000.0,100000.0,0.0
2014-01-03,802.8499755859375,834.1500244140625,789.1199951171875,818.719970703125,37810100.0,0,0,0.0,100000.0,100000.0,0.0
2014-01-04,823.27001953125,859.510009765625,801.6699829101562,859.510009765625,38005000.0,0,0,0.0,100000.0,100000.0,0.0
2014-01-05,858.5499877929688,952.4000244140624,854.52001953125,933.530029296875,72898496.0,0,0,0.0,100000.0,100000.0,0.0
2014-01-06,936.0499877929688,1017.1199951171876,905.7100219726562,953.2899780273438,85565696.0,0,0,0.0,100000.0,100000.0,0.0
2014-01-07,946.489990234375,965.739990234375,802.0,802.0,81311696.0,0,0,0.0,100000.0,100000.0,0.0
2014-01-08,795.989990234375,870.6799926757812,776.1799926757812,842.719970703125,74175600.0,0,0,0.0,100000.0,100000.0,0.0
2014-01-09,841.469970703125,864.3599853515625,804.1400146484375,846.8599853515625,59998600.0,0,0,0.0,100000.0,100000.0,0.0
2014-01-10,846.6900024414062,871.1900024414062,822.5999755859375,868.47998046875,31876800.0,0,0,0.0,100000.0,100000.0,0.0
2014-01-11,867.3200073242188,921.47998046875,861.719970703125,913.9500122070312,44754200.0,0,0,0.0,100000.0,100000.0,0.0
2014-01-12,919.5999755859376,928.52001953125,851.1699829101562,863.219970703125,39623500.0,0,0,0.0,100000.0,100000.0,0.0
2014-01-13,860.1900024414062,861.2899780273438,806.0499877929688,841.2000122070312,45580900.0,0,0,0.0,100000.0,100000.0,0.0
2014-01-14,843.1699829101562,855.6900024414062,825.6599731445312,833.27001953125,20829800.0,0,0,0.0,100000.0,100000.0,0.0
2014-01-15,833.1199951171875,872.8099975585938,830.8599853515625,860.9000244140625,28107200.0,0,0,0.0,100000.0,100000.0,0.0
2014-01-16,860.2899780273438,866.1599731445312,835.6300048828125,835.6300048828125,19149300.0,0,0,0.0,100000.0,100000.0,0.0
2014-01-17,834.489990234375,842.9099731445312,797.6300048828125,814.6400146484375,39031700.0,0,0,0.0,100000.0,100000.0,0.0
2014-01-18,816.0700073242188,841.489990234375,816.0700073242188,840.0,18052700.0,0,0,0.0,100000.0,100000.0,0.0
2014-01-19,839.6599731445312,870.9600219726562,825.530029296875,870.9600219726562,24365700.0,0,0,0.0,100000.0,100000.0,0.0
2014-01-20,871.3900146484375,886.3900146484375,853.8699951171875,870.2000122070312,27652700.0,0,0,0.0,100000.0,100000.0,0.0
2014-01-21,869.6500244140625,881.2000122070312,855.9299926757812,863.9099731445312,18997300.0,0,0,0.0,100000.0,100000.0,0.0
2014-01-22,867.2100219726562,870.1500244140625,837.3599853515625,845.5900268554688,18453700.0,0,0,0.0,100000.0,100000.0,0.0
2014-01-23,845.4600219726562,851.5700073242188,819.3200073242188,822.0399780273438,15607100.0,0,0,0.0,100000.0,100000.0,0.0
2014-01-24,822.4299926757812,822.4299926757812,783.5800170898438,797.0700073242188,34912000.0,0,0,0.0,100000.0,100000.0,0.0
2014-01-25,796.239990234375,861.4500122070312,792.9600219726562,853.6099853515625,24303900.0,0,0,0.0,100000.0,100000.0,0.0
2014-01-26,853.6799926757812,897.02001953125,844.8599853515625,885.280029296875,32224300.0,0,0,0.0,100000.0,100000.0,0.0
2014-01-27,884.5999755859375,893.0,757.1099853515625,771.3900146484375,49233600.0,0,0,0.0,100000.0,100000.0,0.0
2014-01-28,774.02001953125,832.5,766.97998046875,812.510009765625,44875500.0,0,0,0.0,100000.0,100000.0,0.0
2014-01-29,809.9600219726562,836.8699951171875,809.8499755859375,826.0,17984400.0,0,0,0.0,100000.0,100000.0,0.0
2014-01-30,826.02001953125,830.5,799.0599975585938,819.030029296875,29918200.0,0,0,0.0,100000.0,100000.0,0.0
2014-01-31,818.4299926757812,831.8699951171875,812.5999755859375,829.9199829101562,17107900.0,1,0,99590.39794921875,310.0116528320359,99900.40960205079,-0.0009959039794921408
2014-02-01,828.6099853515625,853.52001953125,827.1099853515625,832.5800170898438,19668700.0,1,0,99909.60205078125,310.0116528320359,100219.61370361329,0.0031952231510765225
2014-02-02,832.9000244140625,844.719970703125,820.6699829101562,825.3699951171875,11300900.0,1,0,99044.3994140625,310.0116528320359,99354.41106689454,-0.008633066969081286
2014-02-03,824.0800170898438,826.47998046875,807.219970703125,823.8300170898438,13940100.0,1,0,98859.60205078125,310.0116528320359,99169.61370361329,-0.0018599814673233522
2014-02-04,823.77001953125,840.1699829101562,820.9400024414062,827.9600219726562,16609700.0,1,0,99355.20263671875,310.0116528320359,99665.21428955079,0.004997504451501585
2014-02-05,829.9600219726562,837.3200073242188,811.9099731445312,811.9099731445312,22395100.0,1,0,97429.19677734375,310.0116528320359,97739.20843017579,-0.019324755112445774
2014-02-06,815.5900268554688,819.8099975585938,770.5900268554688,781.5499877929688,50108700.0,1,0,93785.99853515625,310.0116528320359,94096.01018798829,-0.037274685366315154
2014-02-07,783.2000122070312,783.2000122070312,654.3499755859375,712.4000244140625,113643000.0,1,0,85488.0029296875,310.0116528320359,85798.01458251954,-0.08818647665178073
2014-02-08,699.5700073242188,721.8200073242188,661.8699951171875,673.9199829101562,38742600.0,1,0,80870.39794921875,310.0116528320359,81180.40960205079,-0.05381948525192959
2014-02-09,671.4600219726562,712.27001953125,655.25,682.9000244140625,39311400.0,1,0,81948.0029296875,310.0116528320359,82258.01458251954,0.0132741998439181
2014-02-10,681.3200073242188,703.7100219726562,550.5,681.030029296875,112758000.0,1,0,81723.603515625,310.0116528320359,82033.61516845704,-0.0027279945328292257
2014-02-11,683.5,712.4600219726562,636.6599731445312,672.1699829101562,72745200.0,1,0,80660.39794921875,310.0116528320359,80970.40960205079,-0.01296060845572811
2014-02-12,672.3800048828125,672.9000244140625,643.0399780273438,651.719970703125,25367600.0,1,0,78206.396484375,310.0116528320359,78516.40813720704,-0.030307386079736418
2014-02-13,651.0800170898438,657.989990234375,601.9099731445312,605.239990234375,38588100.0,1,0,72628.798828125,310.0116528320359,72938.81048095704,-0.07103735115471885
2014-02-14,601.1699829101562,691.719970703125,541.0399780273438,661.989990234375,102506000.0,1,0,79438.798828125,310.0116528320359,79748.81048095704,0.09336593173229722
2014-02-15,660.9000244140625,661.8400268554688,632.8400268554688,650.9199829101562,26709200.0,1,0,78110.39794921875,310.0116528320359,78420.40960205079,-0.016657312766106457
2014-02-16,651.2999877929688,665.0999755859375,584.1699829101562,616.6300048828125,40061700.0,1,0,73995.6005859375,310.0116528320359,74305.61223876954,-0.052471000651004546
2014-02-17,614.22998046875,656.9500122070312,607.3099975585938,626.27001953125,31948400.0,1,0,75152.40234375,310.0116528320359,75462.41399658204,0.015568161313243708
2014-02-18,627.1599731445312,645.760009765625,612.5399780273438,626.5999755859375,20015100.0,1,0,75191.9970703125,310.0116528320359,75502.00872314454,0.0005246946720296198
2014-02-19,625.969970703125,631.77001953125,618.7000122070312,623.030029296875,13897800.0,1,0,74763.603515625,310.0116528320359,75073.61516845704,-0.00567393585855921
2014-02-20,623.0900268554688,627.72998046875,556.1400146484375,556.1400146484375,46905000.0,1,0,66736.8017578125,310.0116528320359,67046.81341064454,-0.10691907855777598
2014-02-21,556.8800048828125,582.9600219726562,530.469970703125,574.1599731445312,47308100.0,1,0,68899.19677734375,310.0116528320359,69209.20843017579,0.03225201779966984
2014-02-22,574.239990234375,614.47998046875,558.5800170898438,605.4199829101562,31254000.0,1,0,72650.39794921875,310.0116528320359,72960.40960205079,0.054200896917633946
2014-02-23,606.469970703125,639.9099731445312,599.7000122070312,605.8200073242188,31434400.0,1,0,72698.40087890625,310.0116528320359,73008.41253173829,0.0006579311978828409
2014-02-24,606.0399780273438,607.6099853515625,538.7000122070312,546.3200073242188,57893900.0,1,0,65558.40087890625,310.0116528320359,65868.41253173829,-0.09779694904194901
2014-02-25,540.239990234375,541.3800048828125,420.4100036621094,538.7100219726562,126314000.0,1,0,64645.20263671875,310.0116528320359,64955.214289550786,-0.013863978302915393
2014-02-26,537.0399780273438,603.7999877929688,532.5800170898438,582.6900024414062,64642700.0,1,0,69922.80029296875,310.0116528320359,70232.81194580079,0.08124979209096377
2014-02-27,581.6500244140625,594.0499877929688,566.6199951171875,578.77001953125,25540800.0,1,0,69452.40234375,310.0116528320359,69762.41399658204,-0.006697694940389968
2014-02-28,579.7000122070312,584.1400146484375,545.1699829101562,549.260009765625,28076100.0,1,0,65911.201171875,310.0116528320359,66221.21282470704,-0.05076087493257471
2014-03-01,549.9199829101562,573.3800048828125,539.2899780273438,565.6099853515625,18668100.0,1,0,67873.1982421875,310.0116528320359,68183.20989501954,0.029627924144277857
2014-03-02,567.22998046875,570.47998046875,553.27001953125,559.7899780273438,7950760.0,1,0,67174.79736328125,310.0116528320359,67484.80901611329,-0.01024300381254513
2014-03-03,562.5599975585938,702.9099731445312,560.52001953125,667.760009765625,96056896.0,1,0,80131.201171875,310.0116528320359,80441.21282470704,0.19198993073389542
2014-03-04,668.239990234375,696.219970703125,655.6799926757812,666.780029296875,55344600.0,1,0,80013.603515625,310.0116528320359,80323.61516845704,-0.0014619080458951085
2014-03-05,666.239990234375,674.280029296875,646.280029296875,665.510009765625,22461900.0,1,0,79861.201171875,310.0116528320359,80171.21282470704,-0.0018973541396310081
2014-03-06,664.52001953125,669.77001953125,649.7899780273438,663.8599853515625,16068100.0,1,0,79663.1982421875,310.0116528320359,79973.20989501954,-0.002469750958120466
2014-03-07,664.3099975585938,665.3400268554688,616.3499755859375,629.1500244140625,34150800.0,1,0,75498.0029296875,310.0116528320359,75808.01458251954,-0.05208238256245601
2014-03-08,629.6599731445312,635.1400146484375,604.4600219726562,617.4500122070312,18654200.0,1,0,74094.00146484375,310.0116528320359,74404.01311767579,-0.018520488533774325
2014-03-09,616.3099975585938,643.9500122070312,612.3499755859375,636.9600219726562,15396500.0,1,0,76435.20263671875,310.0116528320359,76745.21428955079,0.03146606041494303
2014-03-10,636.3300170898438,644.760009765625,615.02001953125,627.7899780273438,20639800.0,1,0,75334.79736328125,310.0116528320359,75644.80901611329,-0.014338422058290157
2014-03-11,627.9500122070312,638.4199829101562,618.8400268554688,634.1099853515625,11732500.0,1,0,76093.1982421875,310.0116528320359,76403.20989501954,0.01002581523795904
2014-03-12,631.9099731445312,648.030029296875,629.510009765625,632.0999755859375,18621200.0,0,0,0.0,100000.0,100000.0,0.3088455332884994
2014-03-13,633.6199951171875,644.2000122070312,630.8499755859375,638.1400146484375,11634900.0,1,0,176126.64404296875,350.6078725585976,176477.25191552733,0.7647725191552733
2014-03-14,638.1400146484375,639.530029296875,627.2100219726562,628.7999877929688,11913800.0,1,0,173548.79663085938,350.6078725585976,173899.40450341796,-0.01460725041969312
2014-03-15,629.3699951171875,639.1400146484375,627.2999877929688,636.1199951171875,4342080.0,1,0,175569.11865234375,350.6078725585976,175919.72652490233,0.011617762736183873
2014-03-16,636.5,637.52001953125,628.1099853515625,631.1099853515625,5277290.0,1,0,174186.35595703125,350.6078725585976,174536.96382958983,-0.007860191251017907
2014-03-17,630.9199829101562,632.6799926757812,616.85498046875,622.3729858398438,14648200.0,1,0,171774.94409179688,350.6078725585976,172125.55196435546,-0.01381605255600052
2014-03-18,621.8380126953125,622.3909912109375,603.7960205078125,614.8319702148438,24011500.0,1,0,169693.62377929688,350.6078725585976,170044.23165185546,-0.012091872988915727
2014-03-19,613.89599609375,622.0,609.0960083007812,609.8880004882812,14228900.0,1,0,168329.08813476562,350.6078725585976,168679.6960073242,-0.008024592373853457
2014-03-20,609.7449951171875,609.7449951171875,587.4929809570312,588.77001953125,20572900.0,1,0,162500.525390625,350.6078725585976,162851.13326318358,-0.034554026845575674
2014-03-21,588.2940063476562,604.5919799804688,561.81298828125,571.489990234375,38414100.0,1,0,157731.2373046875,350.6078725585976,158081.84517724608,-0.029286182971965308
2014-03-22,571.1799926757812,572.5479736328125,554.3909912109375,565.0399780273438,17360700.0,1,0,155951.03393554688,350.6078725585976,156301.64180810546,-0.01126127650613268
2014-03-23,565.7639770507812,570.2379760742188,560.8779907226562,561.27197265625,9288400.0,1,0,154911.064453125,350.6078725585976,155261.67232568358,-0.006653605620462168
2014-03-24,562.5070190429688,586.56201171875,551.77197265625,583.4119873046875,22706900.0,1,0,161021.70849609375,350.6078725585976,161372.31636865233,0.03935706701748516
2014-03-25,585.0260009765625,585.43798828125,572.60498046875,583.9169921875,14020100.0,1,0,161161.08984375,350.6078725585976,161511.69771630858,0.0008637252708068939
2014-03-26,583.4819946289062,590.0280151367188,570.9630126953125,580.8270263671875,16401100.0,1,0,160308.25927734375,350.6078725585976,160658.86714990233,-0.005280302160554503
2014-03-27,580.2570190429688,580.5599975585938,471.239013671875,471.239013671875,62225400.0,1,0,130061.9677734375,350.6078725585976,130412.5756459961,-0.18826406559735676
2014-03-28,477.14300537109375,526.0230102539062,473.2340087890625,495.6659851074219,58828300.0,1,0,136803.81188964844,350.6078725585976,137154.41976220702,0.05169627302286863
2014-03-29,501.7130126953125,504.8590087890625,489.7340087890625,491.1719970703125,11147100.0,1,0,135563.47119140625,350.6078725585976,135914.07906396483,-0.009043388469672663
2014-03-30,492.37200927734375,492.37200927734375,444.1789855957031,460.2730102539063,42958300.0,1,0,127035.35083007814,350.6078725585976,127385.95870263674,-0.06274640876104183
2014-03-31,462.2990112304688,483.0220031738281,443.364990234375,457.0010070800781,28254000.0,1,0,126132.27795410156,350.6078725585976,126482.88582666016,-0.007089265451027175
2014-04-01,457.0,495.3429870605469,457.0,478.375,35685800.0,1,0,132031.5,350.6078725585976,132382.10787255858,0.046640476356485695
2014-04-02,479.1369934082031,495.0450134277344,431.2690124511719,437.1400146484375,49647600.0,1,0,120650.64404296875,350.6078725585976,121001.25191552735,-0.08596974424963336
2014-04-03,436.4440002441406,449.5650024414063,414.8900146484375,444.7179870605469,40765500.0,1,0,122742.16442871094,350.6078725585976,123092.77230126954,0.01728511360528986
2014-04-04,445.66400146484375,454.6520080566406,429.0910034179688,447.5260009765625,22925500.0,1,0,123517.17626953125,350.6078725585976,123867.78414208985,0.0062961604189356556
2014-04-05,446.6749877929688,463.5710144042969,444.1969909667969,461.9070129394531,13404500.0,1,0,127486.33557128906,350.6078725585976,127836.94344384766,0.03204351582817332
2014-04-06,463.3970031738281,466.3190002441406,452.9700012207031,460.4989929199219,10241400.0,1,0,127097.72204589844,350.6078725585976,127448.32991845704,-0.003039915652874815
2014-04-07,461.4739990234375,462.5639953613281,445.12200927734375,449.4230041503906,15616600.0,1,0,124040.74914550781,350.6078725585976,124391.35701806641,-0.023985978492982316
2014-04-08,447.6130065917969,457.4240112304688,446.114013671875,453.08599853515625,10921600.0,1,0,125051.73559570312,350.6078725585976,125402.34346826172,0.008127465399774346
2014-04-09,453.177001953125,455.7279968261719,441.9330139160156,442.7250061035156,13204400.0,1,0,122192.10168457031,350.6078725585976,122542.70955712891,-0.022803672021141787
2014-04-10,442.2560119628906,443.3659973144531,358.73199462890625,365.1759948730469,55868300.0,1,0,100788.57458496094,350.6078725585976,101139.18245751954,-0.1746617744699952
2014-04-11,363.7099914550781,429.7669982910156,351.2720031738281,420.9469909667969,62562800.0,1,0,116181.36950683594,350.6078725585976,116531.97737939454,0.15219417982086497
